nus_code,nus_name,nus_kortnavn,level_digit,level_name,field_digit,field_name,nus4,isced,complete_pull,n_total,n_employed,n_employed_scored,share_employed,share_selvstendig,share_i_utdanning,share_ledig,share_ufor_aap,share_utenfor,exposure_w,coverage_scored,share_E3,share_E2,share_E1,share_E0,share_top5_v1,exposure2_w,coverage2_scored,share2_E3,share2_E2,share2_E1,share2_E0,share_top5_v2,share_q1_v1,share_q2_v1,share_q3_v1,share_q4_v1,share_q5_v1,share_q1_v2,share_q2_v2,share_q3_v2,share_q4_v2,share_q5_v2,n_occupations,eloundou_beta_w,mouchel_grounded_w,handa_augmentation_w,handa_automation_w,anthropic2026_job_exposure_w,n_total_recent,n_employed_recent,share_employed_recent,exposure_w_recent,share_E3_recent,exposure2_w_recent,share2_E3_recent,share_top5_v1_recent,share_top5_v2_recent,share_i_utdanning_recent,share_ledig_recent
641135,"Økonomisk-administrativ utdanning, 3. år, uspesifisert",Økonomisk-administrative fag,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0419,True,1329,1202,1202,0.904439,0.019564,0.003762,0.008277,0.048157,0.015801,0.558676,1.000000,0.121464,0.599834,0.244592,0.034110,0.492512,0.643478,1.000000,0.467554,0.412646,0.062396,0.057404,0.721298,0.009983,0.004992,0.049917,0.442596,0.492512,0.003328,0.021631,0.043261,0.210483,0.721298,70,0.547801,0.570899,0.653777,0.311974,0.197218,0,0,,,,,,,,,
641140,"Videreutdanning, økonomisk-administrative fag",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,251,227,227,0.904382,0.035857,0.019920,0.000000,0.039841,0.000000,0.568608,1.000000,0.259912,0.361233,0.348018,0.030837,0.488987,0.601967,1.000000,0.449339,0.246696,0.105727,0.198238,0.599119,0.000000,0.030837,0.185022,0.295154,0.488987,0.000000,0.017621,0.198238,0.185022,0.599119,29,0.551265,0.534070,0.624928,0.350843,0.193901,29,29,1.000000,0.750187,0.724138,0.777364,1.000000,0.896552,1.000000,0.000000,0.000000
641141,"Bachelor, økonomi og administrasjon, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,24271,21131,21031,0.870627,0.012402,0.064439,0.011619,0.018788,0.021342,0.584548,0.995268,0.241120,0.506823,0.189958,0.062099,0.630926,0.642138,0.995315,0.563427,0.290415,0.031143,0.115015,0.756847,0.021540,0.018164,0.079835,0.249536,0.630926,0.018448,0.029907,0.073792,0.121006,0.756847,225,0.573457,0.569710,0.627472,0.335737,0.222157,4226,3858,0.912920,0.607505,0.280688,0.665756,0.626757,0.691426,0.799584,0.028869,0.012068
641142,"Bachelor, regnskap og revisjon, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,3952,3608,3603,0.912955,0.019484,0.005314,0.009615,0.033907,0.018725,0.650770,0.998614,0.415765,0.422981,0.129337,0.031918,0.766306,0.718968,0.998614,0.772412,0.168471,0.013600,0.045518,0.907577,0.013045,0.007216,0.030253,0.183181,0.766306,0.009159,0.016930,0.023036,0.043297,0.907577,75,0.634490,0.637874,0.615498,0.369429,0.235325,497,463,0.931590,0.724337,0.652268,0.753931,0.889849,0.892009,0.965443,0.012072,0.012072
641143,"Bachelor, offentlig administrasjon og ledelse, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,974,850,850,0.872690,0.010267,0.024641,0.016427,0.040041,0.035934,0.522734,1.000000,0.065882,0.654118,0.161176,0.118824,0.568235,0.586682,1.000000,0.402353,0.376471,0.021176,0.200000,0.670588,0.032941,0.025882,0.150588,0.222353,0.568235,0.023529,0.063529,0.112941,0.129412,0.670588,66,0.513706,0.520509,0.629151,0.337837,0.191387,125,116,0.928000,0.545710,0.034483,0.626934,0.422414,0.715517,0.827586,0.000000,0.032000
641146,"Bachelor, økonomi- og ressursforvaltning innen jord-  og skogbruk, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,15,4,4,0.266667,0.333333,0.000000,0.000000,0.200000,0.200000,0.822898,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.793052,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0.802326,0.703602,0.501792,0.498208,0.310400,0,0,,,,,,,,,
641147,"Bachelor, bedriftsøkonomi/-ledelse, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,1147,1000,988,0.871840,0.013949,0.026155,0.020924,0.031386,0.035745,0.587269,0.988000,0.286437,0.447368,0.173077,0.093117,0.621457,0.645280,0.988000,0.593117,0.262146,0.021255,0.123482,0.785425,0.031377,0.017206,0.078947,0.251012,0.621457,0.025304,0.043522,0.058704,0.087045,0.785425,62,0.576459,0.572497,0.610538,0.348260,0.218214,136,126,0.926471,0.688248,0.515873,0.739835,0.896825,0.817460,0.968254,0.022059,0.000000
641148,"Høgskolekandidat, regnskapsøkonomi, toårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,37,24,24,0.648649,0.000000,0.000000,0.081081,0.135135,0.135135,0.686841,1.000000,0.833333,0.000000,0.000000,0.166667,0.833333,0.657766,1.000000,0.833333,0.000000,0.000000,0.166667,0.833333,0.166667,0.000000,0.000000,0.000000,0.833333,0.166667,0.000000,0.000000,0.000000,0.833333,3,0.669670,0.583575,0.504356,0.495644,0.243917,0,0,,,,,,,,,
641149,"Bachelor of Business Administration, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,555,375,375,0.675676,0.027027,0.088288,0.039640,0.019820,0.149550,0.512806,1.000000,0.144000,0.560000,0.146667,0.149333,0.560000,0.576111,1.000000,0.405333,0.389333,0.008000,0.197333,0.680000,0.077333,0.064000,0.045333,0.253333,0.560000,0.109333,0.016000,0.080000,0.114667,0.680000,43,0.507448,0.511130,0.633087,0.318024,0.218000,89,47,0.528090,0.639707,0.361702,0.712201,0.723404,0.787234,0.936170,0.078652,0.123596
641150,"Bachelor, bank og finans, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,875,690,690,0.788571,0.019429,0.094857,0.024000,0.020571,0.048000,0.547494,1.000000,0.114493,0.595652,0.213043,0.076812,0.598551,0.623913,1.000000,0.531884,0.323188,0.013043,0.131884,0.743478,0.040580,0.018841,0.068116,0.273913,0.598551,0.031884,0.026087,0.073913,0.124638,0.743478,51,0.538075,0.553541,0.660205,0.300906,0.233261,135,119,0.881481,0.610785,0.193277,0.698551,0.697479,0.705882,0.798319,0.059259,0.000000
641151,"Bachelor, økonomi og informatikk, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,60,56,56,0.933333,0.000000,0.000000,0.000000,0.000000,0.066667,0.619826,1.000000,0.410714,0.464286,0.000000,0.125000,0.821429,0.704309,1.000000,0.821429,0.053571,0.000000,0.125000,0.875000,0.053571,0.071429,0.000000,0.053571,0.821429,0.053571,0.000000,0.071429,0.000000,0.875000,11,0.621800,0.624868,0.670451,0.311692,0.248102,0,0,,,,,,,,,
641152,"Bachelor, organisasjons- og ledelsesfag, treårig",,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,,True,2994,2641,2597,0.882098,0.008350,0.057114,0.014028,0.011356,0.027054,0.492639,0.983340,0.060069,0.551405,0.259915,0.128610,0.460916,0.538469,0.987883,0.277501,0.418168,0.034879,0.269452,0.576849,0.038891,0.042357,0.205622,0.252214,0.460916,0.040245,0.060943,0.174396,0.147566,0.576849,114,0.484338,0.477734,0.619740,0.335501,0.195321,422,385,0.912322,0.532738,0.089189,0.591000,0.365333,0.540541,0.701333,0.021327,0.021327
641153,"Bachelor of Management, treårig",Organisasjon og ledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0413,True,1171,1036,1019,0.884714,0.017933,0.016225,0.023911,0.021349,0.035867,0.500838,0.983591,0.062807,0.587831,0.238469,0.110893,0.411187,0.569323,0.983591,0.319921,0.441609,0.072620,0.165849,0.602552,0.051030,0.025515,0.110893,0.401374,0.411187,0.047105,0.039254,0.094210,0.216879,0.602552,84,0.491709,0.505108,0.630257,0.321772,0.175158,175,161,0.920000,0.554721,0.049689,0.670086,0.465839,0.503106,0.788820,0.022857,0.017143
641154,"Bachelor, kostøkonomi, treårig",Kostøkonomi,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0311,True,41,29,29,0.707317,0.000000,0.000000,0.000000,0.219512,0.073171,0.380248,1.000000,0.000000,0.206897,0.482759,0.310345,0.103448,0.350986,1.000000,0.103448,0.103448,0.310345,0.482759,0.103448,0.000000,0.310345,0.172414,0.413793,0.103448,0.000000,0.310345,0.310345,0.275862,0.103448,6,0.367471,0.311398,0.469712,0.257874,0.049997,0,0,,,,,,,,,
641155,"Bachelor, husøkonomi, treårig",Husøkonom,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0311,True,141,128,128,0.907801,0.000000,0.000000,0.000000,0.092199,0.000000,0.444856,1.000000,0.031250,0.476562,0.234375,0.257812,0.351562,0.498497,1.000000,0.234375,0.351562,0.117188,0.296875,0.421875,0.101562,0.023438,0.171875,0.351562,0.351562,0.078125,0.023438,0.195312,0.281250,0.421875,20,0.434313,0.442270,0.647053,0.332947,0.143107,0,0,,,,,,,,,
641156,"Bachelor, kreativitet, innovasjon og forretningsutvikling, treårig",Entreprenørskap og innovasjon,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0413,True,1231,967,967,0.785540,0.052803,0.067425,0.021121,0.013810,0.056864,0.517507,1.000000,0.112720,0.561531,0.226474,0.099276,0.521200,0.577274,1.000000,0.345398,0.425026,0.032058,0.197518,0.671148,0.038263,0.039297,0.108583,0.292658,0.521200,0.041365,0.037229,0.130300,0.119959,0.671148,71,0.512954,0.512162,0.627296,0.307464,0.230354,311,245,0.787781,0.561024,0.130612,0.644514,0.440816,0.595918,0.828571,0.057878,0.028939
641158,"Master of Business Administration (MBA), ettårig",Master of Business Administration (MBA),6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0413,True,1028,935,925,0.909533,0.029183,0.000000,0.012646,0.007782,0.040856,0.532554,0.989305,0.035676,0.644324,0.315676,0.004324,0.295135,0.633592,0.989305,0.324324,0.624865,0.050811,0.000000,0.753514,0.000000,0.000000,0.016216,0.688649,0.295135,0.000000,0.000000,0.016216,0.230270,0.753514,46,0.519255,0.562128,0.686988,0.288102,0.195188,35,35,1.000000,0.523889,0.000000,0.658380,0.342857,0.228571,0.914286,0.000000,0.000000
641161,"Bachelor, bygdeutvikling, treårig",Bygdeutvikling,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0413,True,22,9,9,0.409091,0.454545,0.000000,0.000000,0.136364,0.000000,0.368866,1.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.416731,1.000000,0.000000,0.333333,0.000000,0.666667,0.333333,0.000000,0.333333,0.333333,0.000000,0.333333,0.000000,0.000000,0.666667,0.000000,0.333333,3,0.395611,0.369727,0.561992,0.438008,0.178483,0,0,,,,,,,,,
641162,"Bachelor, personalledelse, treårig",Personalledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0413,True,1633,1481,1467,0.906920,0.008573,0.023270,0.022658,0.009186,0.029394,0.512767,0.990547,0.058623,0.685753,0.170416,0.085208,0.409680,0.587841,0.993248,0.256288,0.558804,0.012916,0.171992,0.713120,0.021132,0.027948,0.151329,0.389911,0.409680,0.014276,0.042828,0.116927,0.112848,0.713120,76,0.505517,0.521537,0.597710,0.366207,0.196672,468,428,0.914530,0.540045,0.075829,0.638019,0.303318,0.414692,0.838863,0.008547,0.025641
641163,"Bachelor of Shipping Management, treårig",Shippingledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0413,True,71,58,58,0.816901,0.000000,0.084507,0.056338,0.000000,0.042254,0.490812,1.000000,0.000000,0.672414,0.189655,0.137931,0.551724,0.527903,1.000000,0.120690,0.603448,0.068966,0.206897,0.724138,0.000000,0.137931,0.137931,0.172414,0.551724,0.000000,0.137931,0.137931,0.000000,0.724138,9,0.485411,0.468360,0.464075,0.301729,0.199575,6,6,1.000000,0.581919,0.000000,0.610426,0.000000,1.000000,1.000000,0.000000,0.000000
641164,"Bachelor, facility management, treårig",Fasilitetsledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0413,True,11,11,11,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.368031,1.000000,0.000000,0.636364,0.000000,0.363636,0.636364,0.447983,1.000000,0.363636,0.272727,0.000000,0.363636,0.636364,0.363636,0.000000,0.000000,0.000000,0.636364,0.363636,0.000000,0.000000,0.000000,0.636364,3,0.362064,0.397454,0.638597,0.254260,0.169673,0,0,,,,,,,,,
641165,"Bachelor, økonomi og ledelse, treårig",Økonomi og ledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0419,True,19,10,10,0.526316,0.000000,0.263158,0.210526,0.000000,0.000000,0.629857,1.000000,0.600000,0.000000,0.400000,0.000000,0.600000,0.601607,1.000000,0.600000,0.000000,0.000000,0.400000,0.600000,0.000000,0.000000,0.400000,0.000000,0.600000,0.000000,0.000000,0.400000,0.000000,0.600000,3,0.614111,0.533750,0.586425,0.413575,0.232980,0,0,,,,,,,,,
641166,"Bachelor, regnskap, treårig",Regnskap,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0411,True,88,65,65,0.738636,0.000000,0.079545,0.136364,0.000000,0.045455,0.735058,1.000000,0.769231,0.123077,0.061538,0.046154,0.892308,0.721879,1.000000,0.846154,0.046154,0.000000,0.107692,0.892308,0.000000,0.000000,0.107692,0.000000,0.892308,0.000000,0.046154,0.061538,0.000000,0.892308,6,0.714576,0.640457,0.527314,0.461147,0.259168,0,0,,,,,,,,,
641199,"Økonomisk-administrative fag, uspesifiserte, lavere nivå",Økonomisk-administrative fag,6,Bachelor-nivå,4,Økonomiske og administrative fag,6411,0413,True,17595,14310,14239,0.813299,0.018585,0.092867,0.016368,0.024780,0.032168,0.499277,0.995038,0.121006,0.460917,0.271999,0.146078,0.456493,0.541676,0.994759,0.336073,0.354549,0.036740,0.272638,0.580752,0.053375,0.048880,0.172695,0.268558,0.456493,0.047699,0.069125,0.163681,0.138743,0.580752,222,0.491852,0.480579,0.625641,0.314907,0.190468,1385,1152,0.831769,0.511967,0.137631,0.544369,0.353659,0.516551,0.597561,0.049097,0.033213
641901,Eiendomsmeglerkandidat,Eiendomsmegling,6,Bachelor-nivå,4,Økonomiske og administrative fag,6419,0416,True,984,841,841,0.854675,0.027439,0.005081,0.010163,0.064024,0.038618,0.534523,1.000000,0.091558,0.365042,0.517241,0.026159,0.269917,0.567703,1.000000,0.222354,0.293698,0.450654,0.033294,0.363853,0.004756,0.003567,0.024970,0.696790,0.269917,0.004756,0.016647,0.021403,0.593341,0.363853,40,0.521379,0.503671,0.675582,0.309483,0.212009,0,0,,,,,,,,,
641905,"Bachelor, kulturprosjektledelse, treårig",Kulturprosjektledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6419,0413,True,126,114,114,0.904762,0.023810,0.023810,0.047619,0.000000,0.000000,0.528098,1.000000,0.043860,0.684211,0.210526,0.061404,0.508772,0.607928,0.912281,0.355769,0.519231,0.000000,0.125000,0.576923,0.000000,0.035088,0.166667,0.289474,0.508772,0.000000,0.028846,0.096154,0.298077,0.576923,18,0.542747,0.539359,0.580081,0.393477,0.212705,14,11,0.785714,0.512684,0.000000,0.570866,0.272727,0.636364,0.636364,0.000000,0.214286
641906,"Bachelor, eiendomsmegling, treårig",Eiendomsmegling,6,Bachelor-nivå,4,Økonomiske og administrative fag,6419,0416,True,4678,4317,4317,0.922830,0.009619,0.011330,0.009833,0.014964,0.031424,0.511830,1.000000,0.042159,0.251100,0.671068,0.035673,0.234885,0.537224,1.000000,0.160065,0.180913,0.596942,0.062080,0.288395,0.011119,0.009729,0.041927,0.702340,0.234885,0.008802,0.014825,0.041927,0.646050,0.288395,83,0.501237,0.476630,0.688940,0.291185,0.229571,691,638,0.923300,0.516982,0.036050,0.535645,0.139498,0.230408,0.261755,0.013025,0.011577
641907,"Bachelor, kultur og ledelse, treårig",Kultur og ledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6419,0413,True,365,313,313,0.857534,0.049315,0.021918,0.016438,0.021918,0.032877,0.537807,1.000000,0.143770,0.571885,0.223642,0.060703,0.549521,0.624140,0.987220,0.407767,0.436893,0.000000,0.155340,0.728155,0.012780,0.047923,0.095847,0.293930,0.549521,0.022654,0.000000,0.132686,0.116505,0.728155,40,0.532789,0.553742,0.617400,0.344844,0.236740,43,37,0.860465,0.545733,0.162162,0.613605,0.378378,0.459459,0.702703,0.000000,0.000000
641908,"Bachelor, music management, treårig",Musikkledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6419,0413,True,122,80,80,0.655738,0.098361,0.040984,0.040984,0.024590,0.139344,0.428402,1.000000,0.037500,0.462500,0.237500,0.262500,0.387500,0.475382,1.000000,0.200000,0.425000,0.000000,0.375000,0.537500,0.137500,0.087500,0.150000,0.237500,0.387500,0.112500,0.100000,0.162500,0.087500,0.537500,17,0.429252,0.421763,0.562733,0.356017,0.179754,7,7,1.000000,0.585473,0.000000,0.631653,0.000000,1.000000,1.000000,0.000000,0.000000
641909,"Bachelor, prosjektledelse kunst og kreativ næring, treårig",Prosjektledelse kunst og kreativ næring,6,Bachelor-nivå,4,Økonomiske og administrative fag,6419,0413,True,167,131,131,0.784431,0.107784,0.023952,0.029940,0.029940,0.023952,0.479634,1.000000,0.099237,0.450382,0.290076,0.160305,0.419847,0.530126,0.931298,0.344262,0.344262,0.024590,0.286885,0.442623,0.030534,0.106870,0.175573,0.267176,0.419847,0.081967,0.024590,0.180328,0.270492,0.442623,25,0.484452,0.470332,0.587410,0.379803,0.194749,31,25,0.806452,0.535168,0.240000,0.625550,0.590909,0.400000,0.590909,0.000000,0.000000
641910,"Bachelor, digitalisering og økonomi, treårig",Digitalisering og økonomi,6,Bachelor-nivå,4,Økonomiske og administrative fag,6419,0413,True,31,28,28,0.903226,0.000000,0.096774,0.000000,0.000000,0.000000,0.598071,1.000000,0.214286,0.535714,0.250000,0.000000,0.750000,0.670015,1.000000,0.535714,0.321429,0.000000,0.142857,0.857143,0.000000,0.000000,0.142857,0.107143,0.750000,0.000000,0.000000,0.142857,0.000000,0.857143,7,0.587820,0.594443,0.601702,0.371512,0.285522,0,0,,,,,,,,,
641999,"Økonomisk-administrative fag, andre, uspesifiserte, lavere nivå",Økonomisk-administrative fag,6,Bachelor-nivå,4,Økonomiske og administrative fag,6419,0413,True,11793,9145,9122,0.775460,0.038837,0.035275,0.020181,0.046807,0.082676,0.500605,0.997485,0.078930,0.519294,0.284696,0.117080,0.411533,0.559271,0.996829,0.307810,0.414326,0.076240,0.201624,0.596972,0.043083,0.039575,0.122999,0.382811,0.411533,0.039710,0.052655,0.119351,0.191312,0.596972,206,0.492779,0.496190,0.637349,0.308890,0.195264,989,706,0.713852,0.504125,0.105866,0.552720,0.385269,0.523605,0.606232,0.056623,0.025278
642101,"Diplomkandidat, varehandel",Varehandel,6,Bachelor-nivå,4,Økonomiske og administrative fag,6421,0416,True,585,510,510,0.871795,0.034188,0.000000,0.017094,0.046154,0.030769,0.518699,1.000000,0.070588,0.476471,0.415686,0.037255,0.360784,0.585473,1.000000,0.221569,0.596078,0.039216,0.143137,0.731373,0.005882,0.009804,0.139216,0.484314,0.360784,0.000000,0.021569,0.135294,0.111765,0.731373,42,0.510268,0.519437,0.644521,0.306704,0.192895,0,0,,,,,,,,,
642102,"Handelsøkonom, fireårig",Handelsøkonom,6,Bachelor-nivå,4,Økonomiske og administrative fag,6421,0416,True,1098,939,939,0.855191,0.057377,0.002732,0.019126,0.039162,0.026412,0.543280,1.000000,0.079872,0.610224,0.296060,0.013845,0.364217,0.638318,1.000000,0.356763,0.570820,0.037274,0.035144,0.763578,0.007455,0.000000,0.027689,0.600639,0.364217,0.004260,0.012780,0.021299,0.198083,0.763578,54,0.531015,0.566321,0.670368,0.304900,0.202914,0,0,,,,,,,,,
642103,"Høgskolekandidat, handel, service og logistikk, toårig","Handel, service og logistikk",6,Bachelor-nivå,4,Økonomiske og administrative fag,6421,0416,True,91,85,85,0.934066,0.000000,0.000000,0.000000,0.065934,0.000000,0.513078,1.000000,0.035294,0.447059,0.517647,0.000000,0.329412,0.583400,1.000000,0.105882,0.741176,0.035294,0.117647,0.788235,0.000000,0.000000,0.117647,0.552941,0.329412,0.000000,0.000000,0.117647,0.094118,0.788235,11,0.504287,0.517597,0.645388,0.307554,0.203501,0,0,,,,,,,,,
642105,"Diplomøkonom, varehandel, treårig","Økonom, varehandel",6,Bachelor-nivå,4,Økonomiske og administrative fag,6421,0416,True,65,57,57,0.876923,0.000000,0.000000,0.000000,0.046154,0.076923,0.519114,1.000000,0.052632,0.456140,0.491228,0.000000,0.298246,0.613120,1.000000,0.105263,0.824561,0.000000,0.070175,0.807018,0.000000,0.000000,0.070175,0.631579,0.298246,0.000000,0.000000,0.070175,0.122807,0.807018,10,0.507654,0.543965,0.652648,0.312264,0.213040,0,0,,,,,,,,,
642106,"Bachelor, handel, service og logistikk, treårig","Handel, service og logistikk",6,Bachelor-nivå,4,Økonomiske og administrative fag,6421,0416,True,84,61,58,0.726190,0.000000,0.035714,0.059524,0.142857,0.035714,0.465386,0.950820,0.051724,0.500000,0.206897,0.241379,0.551724,0.518448,0.950820,0.362069,0.258621,0.000000,0.379310,0.551724,0.068966,0.120690,0.189655,0.068966,0.551724,0.068966,0.051724,0.258621,0.068966,0.551724,13,0.459075,0.459971,0.620128,0.349700,0.154134,0,0,,,,,,,,,
642107,"Bachelor, varehandel, treårig",Varehandel,6,Bachelor-nivå,4,Økonomiske og administrative fag,6421,0416,True,969,885,885,0.913313,0.019608,0.009288,0.014448,0.017544,0.025800,0.534858,1.000000,0.066667,0.574011,0.350282,0.009040,0.459887,0.611691,1.000000,0.290395,0.577401,0.036158,0.096045,0.777401,0.000000,0.009040,0.089266,0.441808,0.459887,0.000000,0.000000,0.110734,0.111864,0.777401,52,0.526870,0.542697,0.636680,0.306681,0.224578,154,145,0.941558,0.535347,0.068966,0.615927,0.358621,0.503448,0.813793,0.000000,0.032468
642108,"Bachelor, innkjøpsledelse, treårig",Innkjøpsledelse,6,Bachelor-nivå,4,Økonomiske og administrative fag,6421,0416,True,60,54,54,0.900000,0.000000,0.100000,0.000000,0.000000,0.000000,0.534407,1.000000,0.000000,0.907407,0.092593,0.000000,0.481481,0.656634,1.000000,0.648148,0.259259,0.000000,0.092593,0.907407,0.000000,0.000000,0.092593,0.425926,0.481481,0.000000,0.000000,0.092593,0.000000,0.907407,7,0.520785,0.582571,0.521559,0.317947,0.223420,13,13,1.000000,0.549051,0.000000,0.697459,0.769231,0.461538,1.000000,0.000000,0.000000
642199,"Handel, uspesifisert, lavere nivå",Handel,6,Bachelor-nivå,4,Økonomiske og administrative fag,6421,0416,True,585,528,528,0.902564,0.008547,0.017094,0.020513,0.035897,0.015385,0.499103,1.000000,0.056818,0.465909,0.426136,0.051136,0.352273,0.563698,1.000000,0.198864,0.556818,0.034091,0.210227,0.689394,0.005682,0.028409,0.172348,0.441288,0.352273,0.009470,0.017045,0.183712,0.100379,0.689394,40,0.491663,0.500118,0.626063,0.313805,0.202759,37,37,1.000000,0.495796,0.081081,0.544090,0.162162,0.459459,0.648649,0.000000,0.000000
642201,"Diplomeksportøkonom, fireårig",Eksportøkonom,6,Bachelor-nivå,4,Økonomiske og administrative fag,6422,0414,True,705,610,610,0.865248,0.034043,0.005674,0.015603,0.041135,0.038298,0.541005,1.000000,0.068852,0.586885,0.326230,0.018033,0.457377,0.639701,1.000000,0.334426,0.593443,0.029508,0.042623,0.790164,0.004918,0.000000,0.047541,0.490164,0.457377,0.000000,0.018033,0.040984,0.150820,0.790164,51,0.532781,0.567548,0.654320,0.296841,0.223798,0,0,,,,,,,,,
642202,"Diplommarkedsfører, treårig",Markedsføring,6,Bachelor-nivå,4,Økonomiske og administrative fag,6422,0414,True,725,627,627,0.864828,0.030345,0.000000,0.013793,0.062069,0.028966,0.536976,1.000000,0.055821,0.684211,0.232855,0.027113,0.467305,0.625531,1.000000,0.349282,0.545455,0.036683,0.068581,0.759171,0.006380,0.007974,0.065391,0.452951,0.467305,0.000000,0.019139,0.066986,0.154705,0.759171,53,0.528364,0.554977,0.644166,0.300611,0.204982,0,0,,,,,,,,,
642203,"Diplommarkedsøkonom, fireårig",Markedsøkonomi,6,Bachelor-nivå,4,Økonomiske og administrative fag,6422,0414,True,10,7,7,0.700000,0.300000,0.000000,0.000000,0.000000,0.000000,0.529064,1.000000,0.000000,1.000000,0.000000,0.000000,0.428571,0.586146,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.571429,0.428571,0.000000,0.000000,0.000000,0.000000,1.000000,2,0.527732,0.520033,0.670840,0.222017,0.210029,0,0,,,,,,,,,
642204,"Høgskolekandidat, eksportmarkedsføring, toårig",Eksportmarkedsføring,6,Bachelor-nivå,4,Økonomiske og administrative fag,6422,0414,True,6,6,6,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328350,1.000000,0.000000,0.500000,0.000000,0.500000,0.500000,0.340131,1.000000,0.000000,0.500000,0.000000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.500000,0.000000,0.000000,0.500000,2,0.342845,0.301767,0.564942,0.060058,0.188000,0,0,,,,,,,,,
642206,"Internasjonal markedsføring, lavere nivå",Internasjonal markedsføring,6,Bachelor-nivå,4,Økonomiske og administrative fag,6422,0414,True,58,38,38,0.655172,0.103448,0.000000,0.051724,0.137931,0.051724,0.557118,1.000000,0.157895,0.631579,0.210526,0.000000,0.684211,0.646252,1.000000,0.447368,0.421053,0.000000,0.131579,0.789474,0.000000,0.000000,0.131579,0.184211,0.684211,0.000000,0.000000,0.131579,0.078947,0.789474,7,0.550307,0.573360,0.601750,0.297373,0.288463,0,0,,,,,,,,,
642207,"Markedsføring, lavere nivå",Markedsføring,6,Bachelor-nivå,4,Økonomiske og administrative fag,6422,0414,True,1150,903,903,0.785217,0.051304,0.016522,0.026957,0.087826,0.032174,0.504547,1.000000,0.069767,0.569214,0.280177,0.080842,0.388704,0.573232,1.000000,0.255814,0.548173,0.034330,0.161683,0.686600,0.039867,0.016611,0.102990,0.451827,0.388704,0.019934,0.053156,0.102990,0.137320,0.686600,70,0.496298,0.508576,0.641954,0.301186,0.189648,0,0,,,,,,,,,
642208,Markedskandidat,Markedsføring,6,Bachelor-nivå,4,Økonomiske og administrative fag,6422,0414,True,383,309,309,0.806789,0.044386,0.007833,0.015666,0.093995,0.031332,0.544906,1.000000,0.097087,0.595469,0.265372,0.042071,0.488673,0.622575,1.000000,0.294498,0.608414,0.022654,0.074434,0.766990,0.012945,0.000000,0.071197,0.427184,0.488673,0.000000,0.042071,0.042071,0.148867,0.766990,36,0.536421,0.552354,0.637131,0.307988,0.219784,0,0,,,,,,,,,
642209,"Markedskommunikasjon, lavere nivå",Markedskommunikasjon,6,Bachelor-nivå,4,Økonomiske og administrative fag,6422,0414,True,269,198,198,0.736059,0.059480,0.000000,0.018587,0.130112,0.055762,0.509091,1.000000,0.045455,0.616162,0.262626,0.075758,0.388889,0.585546,1.000000,0.232323,0.616162,0.000000,0.151515,0.702020,0.020202,0.035354,0.116162,0.439394,0.388889,0.015152,0.040404,0.095960,0.146465,0.702020,25,0.505764,0.519501,0.609715,0.312844,0.200363,0,0,,,,,,,,,
