group,level,group_name,cohort,rank,styrk08,styrk08_name,share,quintile_v1,quintile_v2,automation_chat
543,5,Kontorfag,all,9,3322,Selgere (engros),0.0285,5,5,0.398974
543,5,Kontorfag,all,10,5321,Helsefagarbeidere,0.0282,1,2,0.1875
543,5,Kontorfag,recent,1,3256,Helsesekretærer,0.2766,3,2,0.231527
543,5,Kontorfag,recent,2,4110,Kontormedarbeidere,0.2723,5,5,0.670689
543,5,Kontorfag,recent,3,5321,Helsefagarbeidere,0.0723,1,2,0.1875
543,5,Kontorfag,recent,4,5223,Butikkmedarbeidere,0.0681,3,3,0.449861
543,5,Kontorfag,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0553,5,5,0.450311
543,5,Kontorfag,recent,6,1342,Ledere av helsetjenester,0.0468,4,4,0.476886
543,5,Kontorfag,recent,7,3343,Sjefssekretærer,0.0426,5,4,0.701211
543,5,Kontorfag,recent,8,5311,Barnehage- og skolefritidsassistenter mv.,0.0426,2,3,0.572124
543,5,Kontorfag,recent,9,3359,Andre yrker innen offentlig forvaltning,0.0383,3,2,
543,5,Kontorfag,recent,10,3312,Kundebehandlere lån og kreditt,0.017,5,5,0.304565
544,5,Hotell- og reiselivsfag,all,1,5223,Butikkmedarbeidere,0.095,3,3,0.449861
544,5,Hotell- og reiselivsfag,all,2,4110,Kontormedarbeidere,0.094,5,5,0.670689
544,5,Hotell- og reiselivsfag,all,3,4221,Reisebyråmedarbeidere mv.,0.0845,5,5,0.455944
544,5,Hotell- og reiselivsfag,all,4,3322,Selgere (engros),0.0655,5,5,0.398974
544,5,Hotell- og reiselivsfag,all,5,5120,Kokker,0.0634,2,2,0.325445
544,5,Hotell- og reiselivsfag,all,6,5311,Barnehage- og skolefritidsassistenter mv.,0.056,2,3,0.572124
544,5,Hotell- og reiselivsfag,all,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0486,5,5,0.450311
544,5,Hotell- og reiselivsfag,all,8,1420,Varehandelssjefer,0.037,4,5,0.431373
544,5,Hotell- og reiselivsfag,all,9,5111,"Flyverter, båtverter mv.",0.0296,2,3,0.654951
544,5,Hotell- og reiselivsfag,all,10,4224,Hotellresepsjonister,0.0285,4,4,0.539747
544,5,Hotell- og reiselivsfag,recent,1,4221,Reisebyråmedarbeidere mv.,0.3611,5,5,0.455944
544,5,Hotell- og reiselivsfag,recent,2,5223,Butikkmedarbeidere,0.1389,3,3,0.449861
544,5,Hotell- og reiselivsfag,recent,3,5311,Barnehage- og skolefritidsassistenter mv.,0.1111,2,3,0.572124
544,5,Hotell- og reiselivsfag,recent,4,4224,Hotellresepsjonister,0.1111,4,4,0.539747
544,5,Hotell- og reiselivsfag,recent,5,1120,Administrerende direktører,0.1111,4,5,0.371125
544,5,Hotell- og reiselivsfag,recent,6,3322,Selgere (engros),0.0833,5,5,0.398974
544,5,Hotell- og reiselivsfag,recent,7,5329,Andre pleiemedarbeidere,0.0833,3,2,0.278788
544,5,Hotell- og reiselivsfag,recent,8,4110,Kontormedarbeidere,0.0,5,5,0.670689
544,5,Hotell- og reiselivsfag,recent,9,3312,Kundebehandlere lån og kreditt,0.0,5,5,0.304565
544,5,Hotell- og reiselivsfag,recent,10,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0,5,5,0.450311
549,5,"Økonomiske og administrative fag, andre",all,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.1141,5,5,0.450311
549,5,"Økonomiske og administrative fag, andre",all,2,4110,Kontormedarbeidere,0.0821,5,5,0.670689
549,5,"Økonomiske og administrative fag, andre",all,3,5223,Butikkmedarbeidere,0.0631,3,3,0.449861
549,5,"Økonomiske og administrative fag, andre",all,4,1420,Varehandelssjefer,0.0433,4,5,0.431373
549,5,"Økonomiske og administrative fag, andre",all,5,4311,Regnskapsmedarbeidere,0.0411,5,5,0.473857
549,5,"Økonomiske og administrative fag, andre",all,6,3322,Selgere (engros),0.0388,5,5,0.398974
549,5,"Økonomiske og administrative fag, andre",all,7,3313,Regnskapsførere,0.0327,5,5,0.535417
549,5,"Økonomiske og administrative fag, andre",all,8,9112,Renholdere i virksomheter,0.0327,1,1,0.46875
549,5,"Økonomiske og administrative fag, andre",all,9,5311,Barnehage- og skolefritidsassistenter mv.,0.0319,2,3,0.572124
549,5,"Økonomiske og administrative fag, andre",all,10,1120,Administrerende direktører,0.0304,4,5,0.371125
549,5,"Økonomiske og administrative fag, andre",recent,1,5223,Butikkmedarbeidere,0.4,3,3,0.449861
549,5,"Økonomiske og administrative fag, andre",recent,2,4110,Kontormedarbeidere,0.3333,5,5,0.670689
549,5,"Økonomiske og administrative fag, andre",recent,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.2667,5,5,0.450311
549,5,"Økonomiske og administrative fag, andre",recent,4,1120,Administrerende direktører,0.0,4,5,0.371125
549,5,"Økonomiske og administrative fag, andre",recent,5,3322,Selgere (engros),0.0,5,5,0.398974
549,5,"Økonomiske og administrative fag, andre",recent,6,1420,Varehandelssjefer,0.0,4,5,0.431373
549,5,"Økonomiske og administrative fag, andre",recent,7,3313,Regnskapsførere,0.0,5,5,0.535417
549,5,"Økonomiske og administrative fag, andre",recent,8,1219,Andre administrative ledere,0.0,4,4,0.47783
549,5,"Økonomiske og administrative fag, andre",recent,9,4311,Regnskapsmedarbeidere,0.0,5,5,0.473857
549,5,"Økonomiske og administrative fag, andre",recent,10,3312,Kundebehandlere lån og kreditt,0.0,5,5,0.304565
551,5,Biologiske fag,all,1,8342,Anleggsmaskinførere,0.3333,1,1,
551,5,Biologiske fag,all,2,6113,Gartnere,0.1111,2,2,0.777533
551,5,Biologiske fag,all,3,9312,Hjelpearbeidere i anlegg,0.1111,1,1,
551,5,Biologiske fag,all,4,7126,Rørleggere og VVS-montører,0.094,1,1,0.559557
551,5,Biologiske fag,all,5,9611,Renovasjonsarbeidere,0.094,2,3,1.0
551,5,Biologiske fag,all,6,3123,"Arbeidsleder, bygg og anlegg",0.0598,4,3,0.571429
551,5,Biologiske fag,all,7,1323,Ledere av bygge- og anleggsvirksomhet,0.0427,4,3,0.344482
551,5,Biologiske fag,all,8,8332,Lastebil- og trailersjåfører,0.0427,3,3,0.703704
551,5,Biologiske fag,all,9,9612,Gjenvinningsarbeidere,0.0427,2,2,
551,5,Biologiske fag,all,10,7114,Betongarbeidere,0.0342,1,1,0.0
551,5,Biologiske fag,recent,1,8342,Anleggsmaskinførere,0.7857,1,1,
551,5,Biologiske fag,recent,2,7126,Rørleggere og VVS-montører,0.2143,1,1,0.559557
551,5,Biologiske fag,recent,3,6113,Gartnere,0.0,2,2,0.777533
551,5,Biologiske fag,recent,4,9312,Hjelpearbeidere i anlegg,0.0,1,1,
551,5,Biologiske fag,recent,5,3123,"Arbeidsleder, bygg og anlegg",0.0,4,3,0.571429
551,5,Biologiske fag,recent,6,1323,Ledere av bygge- og anleggsvirksomhet,0.0,4,3,0.344482
551,5,Biologiske fag,recent,7,8332,Lastebil- og trailersjåfører,0.0,3,3,0.703704
551,5,Biologiske fag,recent,8,7114,Betongarbeidere,0.0,1,1,0.0
551,5,Biologiske fag,recent,9,9611,Renovasjonsarbeidere,0.0,2,3,1.0
551,5,Biologiske fag,recent,10,9612,Gjenvinningsarbeidere,0.0,2,2,
552,5,Fysiske og kjemiske fag,all,1,8131,Operatører innen kjemisk industri,0.1542,1,2,
552,5,Fysiske og kjemiske fag,all,2,8113,Operatører innen boring mv.,0.1437,1,1,
552,5,Fysiske og kjemiske fag,all,3,3116,Kjemiingeniører,0.0583,3,3,0.430472
552,5,Fysiske og kjemiske fag,all,4,3119,Andre ingeniører,0.0583,3,3,0.505172
552,5,Fysiske og kjemiske fag,all,5,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.05,4,4,0.445725
552,5,Fysiske og kjemiske fag,all,6,1321,Ledere av industriproduksjon mv.,0.0417,4,4,0.0
552,5,Fysiske og kjemiske fag,all,7,8121,Operatører innen metallurgiske prosessfag,0.0417,1,1,
552,5,Fysiske og kjemiske fag,all,8,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.0354,3,4,0.638681
552,5,Fysiske og kjemiske fag,all,9,3212,Bioingeniører,0.0312,3,3,0.357619
552,5,Fysiske og kjemiske fag,all,10,8160,Operatører innen næringsmiddelproduksjon,0.0292,1,1,0.278481
552,5,Fysiske og kjemiske fag,recent,1,8131,Operatører innen kjemisk industri,0.1897,1,2,
552,5,Fysiske og kjemiske fag,recent,2,8113,Operatører innen boring mv.,0.1724,1,1,
552,5,Fysiske og kjemiske fag,recent,3,8160,Operatører innen næringsmiddelproduksjon,0.1034,1,1,0.278481
552,5,Fysiske og kjemiske fag,recent,4,3116,Kjemiingeniører,0.0862,3,3,0.430472
552,5,Fysiske og kjemiske fag,recent,5,8121,Operatører innen metallurgiske prosessfag,0.0862,1,1,
552,5,Fysiske og kjemiske fag,recent,6,3119,Andre ingeniører,0.069,3,3,0.505172
552,5,Fysiske og kjemiske fag,recent,7,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.069,4,4,0.445725
552,5,Fysiske og kjemiske fag,recent,8,5153,Vaktmestre,0.069,1,1,
552,5,Fysiske og kjemiske fag,recent,9,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.0517,3,4,0.638681
552,5,Fysiske og kjemiske fag,recent,10,3141,Bioteknikere (ikke-medisinske laboratorier),0.0517,4,3,0.701589
554,5,Informasjons- og datateknologi,all,1,2519,Andre programvare- og applikasjonsutviklere,0.1883,5,5,0.503293
554,5,Informasjons- og datateknologi,all,2,2511,Systemanalytikere/-arkitekter,0.1243,5,5,0.341622
554,5,Informasjons- og datateknologi,all,3,3511,"Driftsteknikere, IKT",0.115,5,5,0.53735
554,5,Informasjons- og datateknologi,all,4,5223,Butikkmedarbeidere,0.0628,3,3,0.449861
554,5,Informasjons- og datateknologi,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0485,5,5,0.450311
554,5,Informasjons- og datateknologi,all,6,3512,"Brukerstøtte, IKT",0.0466,5,5,0.586083
554,5,Informasjons- og datateknologi,all,7,3112,Bygningsingeniører,0.0336,4,4,0.301375
554,5,Informasjons- og datateknologi,all,8,3114,Elektronikkingeniører,0.0261,4,4,0.347287
554,5,Informasjons- og datateknologi,all,9,3119,Andre ingeniører,0.0236,3,3,0.505172
554,5,Informasjons- og datateknologi,all,10,3322,Selgere (engros),0.0224,5,5,0.398974
554,5,Informasjons- og datateknologi,recent,1,2519,Andre programvare- og applikasjonsutviklere,0.2278,5,5,0.503293
554,5,Informasjons- og datateknologi,recent,2,2511,Systemanalytikere/-arkitekter,0.1423,5,5,0.341622
554,5,Informasjons- og datateknologi,recent,3,3511,"Driftsteknikere, IKT",0.121,5,5,0.53735
554,5,Informasjons- og datateknologi,recent,4,3512,"Brukerstøtte, IKT",0.0641,5,5,0.586083
554,5,Informasjons- og datateknologi,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0605,5,5,0.450311
554,5,Informasjons- og datateknologi,recent,6,3112,Bygningsingeniører,0.0569,4,4,0.301375
554,5,Informasjons- og datateknologi,recent,7,3118,Tekniske tegnere,0.0498,5,4,0.509199
554,5,Informasjons- og datateknologi,recent,8,3119,Andre ingeniører,0.0427,3,3,0.505172
554,5,Informasjons- og datateknologi,recent,9,3114,Elektronikkingeniører,0.0249,4,4,0.347287
554,5,Informasjons- og datateknologi,recent,10,2142,Sivilingeniører (bygg og anlegg),0.0249,4,4,0.0
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,1,7411,Elektrikere,0.1169,2,2,0.569393
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,2,3119,Andre ingeniører,0.0663,3,3,0.505172
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,3,3151,Skipsmaskinister,0.0545,2,3,1.0
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,4,3114,Elektronikkingeniører,0.0543,4,4,0.347287
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,5,3113,Elkraftingeniører,0.0507,3,3,0.265387
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,6,2142,Sivilingeniører (bygg og anlegg),0.0353,4,4,0.0
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,7,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.032,3,4,0.638681
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,8,7233,Anleggsmaskin- og industrimekanikere,0.0299,2,2,0.596919
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,9,1120,Administrerende direktører,0.0295,4,5,0.371125
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,10,8113,Operatører innen boring mv.,0.0276,1,1,
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,1,7411,Elektrikere,0.1653,2,2,0.569393
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,2,3151,Skipsmaskinister,0.1105,2,3,1.0
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,3,3114,Elektronikkingeniører,0.0772,4,4,0.347287
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,4,3119,Andre ingeniører,0.0746,3,3,0.505172
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,5,3113,Elkraftingeniører,0.0653,3,3,0.265387
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,6,2142,Sivilingeniører (bygg og anlegg),0.0464,4,4,0.0
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,7,7233,Anleggsmaskin- og industrimekanikere,0.046,2,2,0.596919
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,8,3115,Maskiningeniører,0.032,3,3,0.537986
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,9,3112,Bygningsingeniører,0.0261,4,4,0.301375
555,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag",recent,10,8113,Operatører innen boring mv.,0.0257,1,1,
557,5,Bygg- og anleggsfag,all,1,2142,Sivilingeniører (bygg og anlegg),0.1586,4,4,0.0
557,5,Bygg- og anleggsfag,all,2,3112,Bygningsingeniører,0.1377,4,4,0.301375
557,5,Bygg- og anleggsfag,all,3,1323,Ledere av bygge- og anleggsvirksomhet,0.0929,4,3,0.344482
557,5,Bygg- og anleggsfag,all,4,3123,"Arbeidsleder, bygg og anlegg",0.0841,4,3,0.571429
557,5,Bygg- og anleggsfag,all,5,7115,Tømrere og snekkere,0.0789,2,2,
557,5,Bygg- og anleggsfag,all,6,1120,Administrerende direktører,0.0348,4,5,0.371125
557,5,Bygg- og anleggsfag,all,7,7126,Rørleggere og VVS-montører,0.028,1,1,0.559557
557,5,Bygg- og anleggsfag,all,8,5153,Vaktmestre,0.0277,1,1,
557,5,Bygg- og anleggsfag,all,9,8342,Anleggsmaskinførere,0.0259,1,1,
557,5,Bygg- og anleggsfag,all,10,3322,Selgere (engros),0.0248,5,5,0.398974
557,5,Bygg- og anleggsfag,recent,1,2142,Sivilingeniører (bygg og anlegg),0.1785,4,4,0.0
557,5,Bygg- og anleggsfag,recent,2,3123,"Arbeidsleder, bygg og anlegg",0.1359,4,3,0.571429
557,5,Bygg- og anleggsfag,recent,3,3112,Bygningsingeniører,0.1344,4,4,0.301375
557,5,Bygg- og anleggsfag,recent,4,1323,Ledere av bygge- og anleggsvirksomhet,0.1023,4,3,0.344482
557,5,Bygg- og anleggsfag,recent,5,7115,Tømrere og snekkere,0.1001,2,2,
557,5,Bygg- og anleggsfag,recent,6,7126,Rørleggere og VVS-montører,0.0366,1,1,0.559557
557,5,Bygg- og anleggsfag,recent,7,8342,Anleggsmaskinførere,0.0358,1,1,
557,5,Bygg- og anleggsfag,recent,8,3119,Andre ingeniører,0.0254,3,3,0.505172
557,5,Bygg- og anleggsfag,recent,9,5153,Vaktmestre,0.0209,1,1,
557,5,Bygg- og anleggsfag,recent,10,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0187,5,5,0.450311
558,5,Fabrikasjon og utvinning,all,1,8113,Operatører innen boring mv.,0.452,1,1,
558,5,Fabrikasjon og utvinning,all,2,1322,Ledere av olje- og gassutvinning mv.,0.1052,4,4,0.4435
558,5,Fabrikasjon og utvinning,all,3,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.0755,3,4,0.638681
558,5,Fabrikasjon og utvinning,all,4,8160,Operatører innen næringsmiddelproduksjon,0.037,1,1,0.278481
558,5,Fabrikasjon og utvinning,all,5,3119,Andre ingeniører,0.0337,3,3,0.505172
558,5,Fabrikasjon og utvinning,all,6,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.0216,4,4,0.445725
558,5,Fabrikasjon og utvinning,all,7,1321,Ledere av industriproduksjon mv.,0.0209,4,4,0.0
558,5,Fabrikasjon og utvinning,all,8,5223,Butikkmedarbeidere,0.0191,3,3,0.449861
558,5,Fabrikasjon og utvinning,all,9,3322,Selgere (engros),0.0176,5,5,0.398974
558,5,Fabrikasjon og utvinning,all,10,3257,Helse- og miljøkontrollører,0.0165,3,3,0.640625
558,5,Fabrikasjon og utvinning,recent,1,8113,Operatører innen boring mv.,0.6121,1,1,
558,5,Fabrikasjon og utvinning,recent,2,8160,Operatører innen næringsmiddelproduksjon,0.1091,1,1,0.278481
558,5,Fabrikasjon og utvinning,recent,3,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.0667,3,4,0.638681
558,5,Fabrikasjon og utvinning,recent,4,3119,Andre ingeniører,0.0424,3,3,0.505172
558,5,Fabrikasjon og utvinning,recent,5,5223,Butikkmedarbeidere,0.0424,3,3,0.449861
558,5,Fabrikasjon og utvinning,recent,6,5131,Servitører,0.0364,2,1,0.572016
558,5,Fabrikasjon og utvinning,recent,7,5120,Kokker,0.0303,2,2,0.325445
558,5,Fabrikasjon og utvinning,recent,8,1321,Ledere av industriproduksjon mv.,0.0242,4,4,0.0
558,5,Fabrikasjon og utvinning,recent,9,6221,Havbruksarbeidere,0.0182,2,2,0.0
558,5,Fabrikasjon og utvinning,recent,10,7233,Anleggsmaskin- og industrimekanikere,0.0182,2,2,0.596919
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,1,5153,Vaktmestre,0.1795,1,1,
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,2,7115,Tømrere og snekkere,0.0594,2,2,
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,3,9112,Renholdere i virksomheter,0.0532,1,1,0.46875
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,4,7541,Yrkesdykkere,0.0507,1,2,
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,5,7411,Elektrikere,0.0309,2,2,0.569393
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,6,3119,Andre ingeniører,0.026,3,3,0.505172
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,7,1323,Ledere av bygge- og anleggsvirksomhet,0.026,4,3,0.344482
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,8,3155,Teknikere innen luftfartssikkerhet,0.0223,4,4,0.347287
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,9,3112,Bygningsingeniører,0.0223,4,4,0.301375
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,10,5321,Helsefagarbeidere,0.0223,1,2,0.1875
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,1,5153,Vaktmestre,0.325,1,1,
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,2,7541,Yrkesdykkere,0.25,1,2,
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,3,8131,Operatører innen kjemisk industri,0.175,1,2,
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,4,8350,Dekks- og maskinmannskap (skip),0.125,1,1,
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,5,9112,Renholdere i virksomheter,0.125,1,1,0.46875
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,6,3155,Teknikere innen luftfartssikkerhet,0.0,4,4,0.347287
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,7,1120,Administrerende direktører,0.0,4,5,0.371125
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,8,2142,Sivilingeniører (bygg og anlegg),0.0,4,4,0.0
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,9,7115,Tømrere og snekkere,0.0,2,2,
559,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,10,3119,Andre ingeniører,0.0,3,3,0.505172
561,5,Pleie- og omsorgsfag,all,1,5321,Helsefagarbeidere,0.8138,1,2,0.1875
561,5,Pleie- og omsorgsfag,all,2,5311,Barnehage- og skolefritidsassistenter mv.,0.0904,2,3,0.572124
561,5,Pleie- og omsorgsfag,all,3,3258,Ambulansepersonell,0.0342,2,1,
561,5,Pleie- og omsorgsfag,all,4,5329,Andre pleiemedarbeidere,0.0253,3,2,0.278788
561,5,Pleie- og omsorgsfag,all,5,3256,Helsesekretærer,0.0139,3,2,0.231527
561,5,Pleie- og omsorgsfag,all,6,4110,Kontormedarbeidere,0.0076,5,5,0.670689
561,5,Pleie- og omsorgsfag,all,7,5223,Butikkmedarbeidere,0.0034,3,3,0.449861
561,5,Pleie- og omsorgsfag,all,8,5322,Hjemmehjelper,0.0034,1,3,0.344326
561,5,Pleie- og omsorgsfag,all,9,2421,Organisasjonsrådgivere mv.,0.0021,4,5,0.423703
561,5,Pleie- og omsorgsfag,all,10,3412,Miljøarbeidere innen sosiale fagfelt,0.0021,3,3,0.48
561,5,Pleie- og omsorgsfag,recent,1,5321,Helsefagarbeidere,0.8522,1,2,0.1875
561,5,Pleie- og omsorgsfag,recent,2,5311,Barnehage- og skolefritidsassistenter mv.,0.1028,2,3,0.572124
561,5,Pleie- og omsorgsfag,recent,3,4110,Kontormedarbeidere,0.0171,5,5,0.670689
561,5,Pleie- og omsorgsfag,recent,4,5329,Andre pleiemedarbeidere,0.015,3,2,0.278788
561,5,Pleie- og omsorgsfag,recent,5,3256,Helsesekretærer,0.0064,3,2,0.231527
561,5,Pleie- og omsorgsfag,recent,6,5223,Butikkmedarbeidere,0.0064,3,3,0.449861
561,5,Pleie- og omsorgsfag,recent,7,3258,Ambulansepersonell,0.0,2,1,
561,5,Pleie- og omsorgsfag,recent,8,5322,Hjemmehjelper,0.0,1,3,0.344326
561,5,Pleie- og omsorgsfag,recent,9,1420,Varehandelssjefer,0.0,4,5,0.431373
561,5,Pleie- og omsorgsfag,recent,10,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0,5,5,0.450311
562,5,Sosialfag,all,1,5321,Helsefagarbeidere,0.5939,1,2,0.1875
562,5,Sosialfag,all,2,5311,Barnehage- og skolefritidsassistenter mv.,0.264,2,3,0.572124
562,5,Sosialfag,all,3,5329,Andre pleiemedarbeidere,0.0522,3,2,0.278788
562,5,Sosialfag,all,4,5312,Skoleassistenter,0.0205,3,1,0.412884
562,5,Sosialfag,all,5,3412,Miljøarbeidere innen sosiale fagfelt,0.0161,3,3,0.48
562,5,Sosialfag,all,6,5322,Hjemmehjelper,0.0098,1,3,0.344326
562,5,Sosialfag,all,7,2342,Førskolelærere,0.0078,2,2,0.457528
562,5,Sosialfag,all,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0073,5,5,0.450311
