field,level,n_employed,rank,styrk08,styrk08_name,share,exposure_norm,exposure2_norm,quintile_v1,quintile_v2
"Samferdsel, sikkerhet og service",Ungdomsskole,18,5,5153,Vaktmestre,0.166667,0.000000,0.024959,1,1
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,1,5141,Frisører,0.112548,0.123442,0.206722,2,3
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,2,8332,Lastebil- og trailersjåfører,0.103918,0.285996,0.275043,3,3
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,3,8331,Bussjåfører og trikkeførere,0.076272,0.419580,0.167920,4,2
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,4,4321,Lagermedarbeidere og material-forvaltere,0.071884,0.406720,0.258181,3,3
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,5,5223,Butikkmedarbeidere,0.039599,0.351263,0.329793,3,3
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,6,8350,Dekks- og maskinmannskap (skip),0.031992,0.021822,0.044737,1,1
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,7,3152,Dekksoffiserer og loser,0.028628,0.270396,0.257530,3,3
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,8,4322,Logistikkmedarbeidere,0.024115,0.611440,0.633766,5,5
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,9,8342,Anleggsmaskinførere,0.021419,0.013935,0.038779,1,1
"Samferdsel, sikkerhet og service",Videregående avsluttende,47855,10,5414,Vektere,0.020834,0.295442,0.153842,3,2
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,1,5223,Butikkmedarbeidere,0.118339,0.351263,0.329793,3,3
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,2,9112,Renholdere i virksomheter,0.085121,0.028490,0.012042,1,1
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,3,5311,Barnehage- og skolefritidsassistenter mv.,0.051903,0.145058,0.255320,2,3
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,4,5329,Andre pleiemedarbeidere,0.049827,0.268401,0.152646,3,2
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,5,4110,Kontormedarbeidere,0.042907,0.610279,0.665079,5,5
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,6,5413,Fengselsbetjenter,0.041522,0.278960,0.147900,3,2
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,7,1420,Varehandelssjefer,0.040138,0.493097,0.620845,4,5
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,8,3322,Selgere (engros),0.030450,0.552398,0.587087,5,5
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,9,8332,Lastebil- og trailersjåfører,0.026298,0.285996,0.275043,3,3
"Samferdsel, sikkerhet og service",Videregående grunnutdanning,1445,10,8331,Bussjåfører og trikkeførere,0.025606,0.419580,0.167920,4,2
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.107376,0.597785,0.766679,5,5
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,2,5223,Butikkmedarbeidere,0.078460,0.351263,0.329793,3,3
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,3,2642,Journalister,0.067278,0.663650,0.790019,5,5
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,4,4110,Kontormedarbeidere,0.047507,0.610279,0.665079,5,5
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,5,5329,Andre pleiemedarbeidere,0.040932,0.268401,0.152646,3,2
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,6,5311,Barnehage- og skolefritidsassistenter mv.,0.033662,0.145058,0.255320,2,3
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,7,5321,Helsefagarbeidere,0.027620,0.104302,0.093175,1,2
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,8,3322,Selgere (engros),0.019192,0.552398,0.587087,5,5
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,9,2423,Personal- og karriererådgivere,0.019077,0.501224,0.635356,4,5
Samfunnsfag og juridiske fag,Bachelor-nivå,43194,10,2432,Informasjonsrådgivere,0.019030,0.606061,0.795090,5,5
Samfunnsfag og juridiske fag,Master-nivå,61632,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.244483,0.597785,0.766679,5,5
Samfunnsfag og juridiske fag,Master-nivå,61632,2,2611,Jurister og advokater,0.158359,0.435897,0.715612,4,5
Samfunnsfag og juridiske fag,Master-nivå,61632,3,2634,Psykologer,0.112604,0.477818,0.474873,4,4
Samfunnsfag og juridiske fag,Master-nivå,61632,4,1219,Andre administrative ledere,0.038032,0.520145,0.530638,4,4
Samfunnsfag og juridiske fag,Master-nivå,61632,5,2310,Universitets- og høyskolelektorer/-lærere,0.024549,0.496858,0.510385,4,4
Samfunnsfag og juridiske fag,Master-nivå,61632,6,2423,Personal- og karriererådgivere,0.021888,0.501224,0.635356,4,5
Samfunnsfag og juridiske fag,Master-nivå,61632,7,4110,Kontormedarbeidere,0.015657,0.610279,0.665079,5,5
Samfunnsfag og juridiske fag,Master-nivå,61632,8,2421,Organisasjonsrådgivere mv.,0.015560,0.509832,0.705829,4,5
Samfunnsfag og juridiske fag,Master-nivå,61632,9,1120,Administrerende direktører,0.015073,0.511564,0.585440,4,5
Samfunnsfag og juridiske fag,Master-nivå,61632,10,2511,Systemanalytikere/-arkitekter,0.014408,0.633256,0.838163,5,5
Samfunnsfag og juridiske fag,Ph.d.,3101,1,2310,Universitets- og høyskolelektorer/-lærere,0.560787,0.496858,0.510385,4,4
Samfunnsfag og juridiske fag,Ph.d.,3101,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.081264,0.597785,0.766679,5,5
Samfunnsfag og juridiske fag,Ph.d.,3101,3,2149,Andre sivilingeniører (unntatt elektroteknologi),0.070622,0.537847,0.570997,5,4
Samfunnsfag og juridiske fag,Ph.d.,3101,4,2634,Psykologer,0.054499,0.477818,0.474873,4,4
Samfunnsfag og juridiske fag,Ph.d.,3101,5,2632,"Rådgivere/forskere, samfunnsvitenskap",0.038697,0.505339,0.532566,4,4
Samfunnsfag og juridiske fag,Ph.d.,3101,6,2631,"Rådgivere/forskere, samfunnsøkonomi",0.019349,0.566802,0.939274,5,5
Samfunnsfag og juridiske fag,Ph.d.,3101,7,1223,Forsknings- og utviklingsledere,0.019026,0.508167,0.546620,4,4
Samfunnsfag og juridiske fag,Ph.d.,3101,8,2611,Jurister og advokater,0.017414,0.435897,0.715612,4,5
Samfunnsfag og juridiske fag,Ph.d.,3101,9,1219,Andre administrative ledere,0.017091,0.520145,0.530638,4,4
Samfunnsfag og juridiske fag,Ph.d.,3101,10,1120,Administrerende direktører,0.008707,0.511564,0.585440,4,5
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,1,5223,Butikkmedarbeidere,0.160000,0.351263,0.329793,3,3
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,2,2642,Journalister,0.136842,0.663650,0.790019,5,5
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,3,5311,Barnehage- og skolefritidsassistenter mv.,0.084211,0.145058,0.255320,2,3
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,4,3521,Teknikere innen radio og tv,0.058947,0.464482,0.206236,4,3
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,5,4110,Kontormedarbeidere,0.050526,0.610279,0.665079,5,5
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,6,4321,Lagermedarbeidere og material-forvaltere,0.046316,0.406720,0.258181,3,3
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,7,5329,Andre pleiemedarbeidere,0.044211,0.268401,0.152646,3,2
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,8,2654,Regissører,0.042105,0.496773,0.549008,4,4
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,9,3322,Selgere (engros),0.033684,0.552398,0.587087,5,5
Samfunnsfag og juridiske fag,Påbygging/fagskole,475,10,2166,Grafiske- og multimediadesignere,0.029474,0.525641,0.662771,5,5
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,1,5223,Butikkmedarbeidere,0.227350,0.351263,0.329793,3,3
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,2,5311,Barnehage- og skolefritidsassistenter mv.,0.062711,0.145058,0.255320,2,3
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,3,5329,Andre pleiemedarbeidere,0.045977,0.268401,0.152646,3,2
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,4,4321,Lagermedarbeidere og material-forvaltere,0.036849,0.406720,0.258181,3,3
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,5,0310,Menige,0.032792,,0.204068,,3
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,6,4110,Kontormedarbeidere,0.031102,0.610279,0.665079,5,5
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,7,5131,Servitører,0.030426,0.160668,0.057293,2,1
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,8,1420,Varehandelssjefer,0.025693,0.493097,0.620845,4,5
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,9,3322,Selgere (engros),0.023158,0.552398,0.587087,5,5
Samfunnsfag og juridiske fag,Videregående avsluttende,5916,10,5414,Vektere,0.018594,0.295442,0.153842,3,2
Samfunnsfag og juridiske fag,Videregående grunnutdanning,3,1,5329,Andre pleiemedarbeidere,1.000000,0.268401,0.152646,3,2
Uoppgitt fagfelt,Bachelor-nivå,20329,1,9112,Renholdere i virksomheter,0.072753,0.028490,0.012042,1,1
Uoppgitt fagfelt,Bachelor-nivå,20329,2,5311,Barnehage- og skolefritidsassistenter mv.,0.051208,0.145058,0.255320,2,3
Uoppgitt fagfelt,Bachelor-nivå,20329,3,5223,Butikkmedarbeidere,0.049437,0.351263,0.329793,3,3
Uoppgitt fagfelt,Bachelor-nivå,20329,4,5329,Andre pleiemedarbeidere,0.035565,0.268401,0.152646,3,2
Uoppgitt fagfelt,Bachelor-nivå,20329,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.032269,0.597785,0.766679,5,5
Uoppgitt fagfelt,Bachelor-nivå,20329,6,5131,Servitører,0.031482,0.160668,0.057293,2,1
Uoppgitt fagfelt,Bachelor-nivå,20329,7,5321,Helsefagarbeidere,0.028973,0.104302,0.093175,1,2
Uoppgitt fagfelt,Bachelor-nivå,20329,8,5120,Kokker,0.027793,0.198235,0.137410,2,2
Uoppgitt fagfelt,Bachelor-nivå,20329,9,8160,Operatører innen næringsmiddelproduksjon,0.026170,0.095607,0.075530,1,1
Uoppgitt fagfelt,Bachelor-nivå,20329,10,9412,Kjøkkenassistenter,0.024792,0.012662,0.018680,1,1
Uoppgitt fagfelt,Barneskole,887,1,9112,Renholdere i virksomheter,0.268320,0.028490,0.012042,1,1
Uoppgitt fagfelt,Barneskole,887,2,8331,Bussjåfører og trikkeførere,0.084555,0.419580,0.167920,4,2
Uoppgitt fagfelt,Barneskole,887,3,5223,Butikkmedarbeidere,0.065389,0.351263,0.329793,3,3
Uoppgitt fagfelt,Barneskole,887,4,8322,"Bil-, drosje- og varebilførere",0.056370,0.269958,0.169673,3,2
Uoppgitt fagfelt,Barneskole,887,5,5329,Andre pleiemedarbeidere,0.051860,0.268401,0.152646,3,2
Uoppgitt fagfelt,Barneskole,887,6,8160,Operatører innen næringsmiddelproduksjon,0.045096,0.095607,0.075530,1,1
Uoppgitt fagfelt,Barneskole,887,7,9412,Kjøkkenassistenter,0.041714,0.012662,0.018680,1,1
Uoppgitt fagfelt,Barneskole,887,8,4321,Lagermedarbeidere og material-forvaltere,0.039459,0.406720,0.258181,3,3
Uoppgitt fagfelt,Barneskole,887,9,5311,Barnehage- og skolefritidsassistenter mv.,0.038331,0.145058,0.255320,2,3
Uoppgitt fagfelt,Barneskole,887,10,5120,Kokker,0.024803,0.198235,0.137410,2,2
Uoppgitt fagfelt,Ingen/førskole,2032,1,9112,Renholdere i virksomheter,0.277559,0.028490,0.012042,1,1
Uoppgitt fagfelt,Ingen/førskole,2032,2,9412,Kjøkkenassistenter,0.057087,0.012662,0.018680,1,1
Uoppgitt fagfelt,Ingen/førskole,2032,3,5223,Butikkmedarbeidere,0.054626,0.351263,0.329793,3,3
Uoppgitt fagfelt,Ingen/førskole,2032,4,8160,Operatører innen næringsmiddelproduksjon,0.053150,0.095607,0.075530,1,1
Uoppgitt fagfelt,Ingen/førskole,2032,5,5311,Barnehage- og skolefritidsassistenter mv.,0.047244,0.145058,0.255320,2,3
Uoppgitt fagfelt,Ingen/førskole,2032,6,5329,Andre pleiemedarbeidere,0.043307,0.268401,0.152646,3,2
Uoppgitt fagfelt,Ingen/førskole,2032,7,8331,Bussjåfører og trikkeførere,0.042815,0.419580,0.167920,4,2
Uoppgitt fagfelt,Ingen/førskole,2032,8,8322,"Bil-, drosje- og varebilførere",0.031004,0.269958,0.169673,3,2
Uoppgitt fagfelt,Ingen/førskole,2032,9,4321,Lagermedarbeidere og material-forvaltere,0.029528,0.406720,0.258181,3,3
Uoppgitt fagfelt,Ingen/førskole,2032,10,5120,Kokker,0.028543,0.198235,0.137410,2,2
Uoppgitt fagfelt,Master-nivå,9091,1,2310,Universitets- og høyskolelektorer/-lærere,0.055549,0.496858,0.510385,4,4
Uoppgitt fagfelt,Master-nivå,9091,2,9112,Renholdere i virksomheter,0.054009,0.028490,0.012042,1,1
Uoppgitt fagfelt,Master-nivå,9091,3,5311,Barnehage- og skolefritidsassistenter mv.,0.048950,0.145058,0.255320,2,3
Uoppgitt fagfelt,Master-nivå,9091,4,5223,Butikkmedarbeidere,0.037510,0.351263,0.329793,3,3
Uoppgitt fagfelt,Master-nivå,9091,5,5131,Servitører,0.025960,0.160668,0.057293,2,1
Uoppgitt fagfelt,Master-nivå,9091,6,5329,Andre pleiemedarbeidere,0.025850,0.268401,0.152646,3,2
Uoppgitt fagfelt,Master-nivå,9091,7,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.025740,0.275666,0.378918,3,4
Uoppgitt fagfelt,Master-nivå,9091,8,3119,Andre ingeniører,0.023210,0.365983,0.336583,3,3
Uoppgitt fagfelt,Master-nivå,9091,9,2341,Grunnskolelærere,0.023210,0.337763,0.288960,3,3
Uoppgitt fagfelt,Master-nivå,9091,10,2511,Systemanalytikere/-arkitekter,0.022660,0.633256,0.838163,5,5
Uoppgitt fagfelt,Ph.d.,4957,1,2310,Universitets- og høyskolelektorer/-lærere,0.483357,0.496858,0.510385,4,4
Uoppgitt fagfelt,Ph.d.,4957,2,2149,Andre sivilingeniører (unntatt elektroteknologi),0.083720,0.537847,0.570997,5,4
Uoppgitt fagfelt,Ph.d.,4957,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.036917,0.597785,0.766679,5,5
Uoppgitt fagfelt,Ph.d.,4957,4,2212,Legespesialister,0.022998,0.427128,0.216526,4,3
Uoppgitt fagfelt,Ph.d.,4957,5,2511,Systemanalytikere/-arkitekter,0.021787,0.633256,0.838163,5,5
Uoppgitt fagfelt,Ph.d.,4957,6,2131,"Biologer, botanikere, zoologer mv.",0.015937,0.498391,0.485567,4,4
Uoppgitt fagfelt,Ph.d.,4957,7,1223,Forsknings- og utviklingsledere,0.015534,0.508167,0.546620,4,4
Uoppgitt fagfelt,Ph.d.,4957,8,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.013718,0.507647,0.506291,4,4
Uoppgitt fagfelt,Ph.d.,4957,9,3119,Andre ingeniører,0.010894,0.365983,0.336583,3,3
Uoppgitt fagfelt,Ph.d.,4957,10,2142,Sivilingeniører (bygg og anlegg),0.010490,0.494505,0.522526,4,4
Uoppgitt fagfelt,Påbygging/fagskole,1311,1,5223,Butikkmedarbeidere,0.094584,0.351263,0.329793,3,3
Uoppgitt fagfelt,Påbygging/fagskole,1311,2,5329,Andre pleiemedarbeidere,0.071701,0.268401,0.152646,3,2
Uoppgitt fagfelt,Påbygging/fagskole,1311,3,5311,Barnehage- og skolefritidsassistenter mv.,0.069413,0.145058,0.255320,2,3
Uoppgitt fagfelt,Påbygging/fagskole,1311,4,5321,Helsefagarbeidere,0.051106,0.104302,0.093175,1,2
Uoppgitt fagfelt,Påbygging/fagskole,1311,5,5131,Servitører,0.048055,0.160668,0.057293,2,1
Uoppgitt fagfelt,Påbygging/fagskole,1311,6,3240,Dyrepleiere,0.045767,0.198029,0.144393,2,2
Uoppgitt fagfelt,Påbygging/fagskole,1311,7,9112,Renholdere i virksomheter,0.039664,0.028490,0.012042,1,1
Uoppgitt fagfelt,Påbygging/fagskole,1311,8,7411,Elektrikere,0.038139,0.131457,0.178720,2,2
Uoppgitt fagfelt,Påbygging/fagskole,1311,9,4110,Kontormedarbeidere,0.022883,0.610279,0.665079,5,5
Uoppgitt fagfelt,Påbygging/fagskole,1311,10,5120,Kokker,0.018307,0.198235,0.137410,2,2
Uoppgitt fagfelt,Ungdomsskole,4233,1,9112,Renholdere i virksomheter,0.180014,0.028490,0.012042,1,1
Uoppgitt fagfelt,Ungdomsskole,4233,2,8160,Operatører innen næringsmiddelproduksjon,0.069927,0.095607,0.075530,1,1
Uoppgitt fagfelt,Ungdomsskole,4233,3,5223,Butikkmedarbeidere,0.060241,0.351263,0.329793,3,3
Uoppgitt fagfelt,Ungdomsskole,4233,4,7115,Tømrere og snekkere,0.053863,0.148148,0.122764,2,2
Uoppgitt fagfelt,Ungdomsskole,4233,5,9412,Kjøkkenassistenter,0.050083,0.012662,0.018680,1,1
Uoppgitt fagfelt,Ungdomsskole,4233,6,5120,Kokker,0.045358,0.198235,0.137410,2,2
Uoppgitt fagfelt,Ungdomsskole,4233,7,5329,Andre pleiemedarbeidere,0.043468,0.268401,0.152646,3,2
Uoppgitt fagfelt,Ungdomsskole,4233,8,5131,Servitører,0.036145,0.160668,0.057293,2,1
Uoppgitt fagfelt,Ungdomsskole,4233,9,5311,Barnehage- og skolefritidsassistenter mv.,0.030947,0.145058,0.255320,2,3
Uoppgitt fagfelt,Ungdomsskole,4233,10,4321,Lagermedarbeidere og material-forvaltere,0.027404,0.406720,0.258181,3,3
Uoppgitt fagfelt,Uoppgitt,93530,1,9112,Renholdere i virksomheter,0.096931,0.028490,0.012042,1,1
Uoppgitt fagfelt,Uoppgitt,93530,2,7115,Tømrere og snekkere,0.060098,0.148148,0.122764,2,2
Uoppgitt fagfelt,Uoppgitt,93530,3,8160,Operatører innen næringsmiddelproduksjon,0.036769,0.095607,0.075530,1,1
Uoppgitt fagfelt,Uoppgitt,93530,4,5120,Kokker,0.030450,0.198235,0.137410,2,2
Uoppgitt fagfelt,Uoppgitt,93530,5,5131,Servitører,0.029306,0.160668,0.057293,2,1
Uoppgitt fagfelt,Uoppgitt,93530,6,5223,Butikkmedarbeidere,0.027542,0.351263,0.329793,3,3
Uoppgitt fagfelt,Uoppgitt,93530,7,8332,Lastebil- og trailersjåfører,0.024762,0.285996,0.275043,3,3
Uoppgitt fagfelt,Uoppgitt,93530,8,2310,Universitets- og høyskolelektorer/-lærere,0.021095,0.496858,0.510385,4,4
Uoppgitt fagfelt,Uoppgitt,93530,9,4321,Lagermedarbeidere og material-forvaltere,0.020667,0.406720,0.258181,3,3
Uoppgitt fagfelt,Uoppgitt,93530,10,9412,Kjøkkenassistenter,0.018967,0.012662,0.018680,1,1
Uoppgitt fagfelt,Videregående avsluttende,18788,1,9112,Renholdere i virksomheter,0.109751,0.028490,0.012042,1,1
Uoppgitt fagfelt,Videregående avsluttende,18788,2,7115,Tømrere og snekkere,0.073345,0.148148,0.122764,2,2
Uoppgitt fagfelt,Videregående avsluttende,18788,3,8160,Operatører innen næringsmiddelproduksjon,0.045242,0.095607,0.075530,1,1
Uoppgitt fagfelt,Videregående avsluttende,18788,4,5120,Kokker,0.044922,0.198235,0.137410,2,2
Uoppgitt fagfelt,Videregående avsluttende,18788,5,5223,Butikkmedarbeidere,0.042367,0.351263,0.329793,3,3
Uoppgitt fagfelt,Videregående avsluttende,18788,6,5131,Servitører,0.033798,0.160668,0.057293,2,1
Uoppgitt fagfelt,Videregående avsluttende,18788,7,5311,Barnehage- og skolefritidsassistenter mv.,0.029859,0.145058,0.255320,2,3
Uoppgitt fagfelt,Videregående avsluttende,18788,8,9412,Kjøkkenassistenter,0.027305,0.012662,0.018680,1,1
Uoppgitt fagfelt,Videregående avsluttende,18788,9,5329,Andre pleiemedarbeidere,0.025708,0.268401,0.152646,3,2
Uoppgitt fagfelt,Videregående avsluttende,18788,10,4321,Lagermedarbeidere og material-forvaltere,0.025601,0.406720,0.258181,3,3
Uoppgitt fagfelt,Videregående grunnutdanning,769,1,9112,Renholdere i virksomheter,0.180754,0.028490,0.012042,1,1
Uoppgitt fagfelt,Videregående grunnutdanning,769,2,7115,Tømrere og snekkere,0.071521,0.148148,0.122764,2,2
Uoppgitt fagfelt,Videregående grunnutdanning,769,3,8160,Operatører innen næringsmiddelproduksjon,0.055917,0.095607,0.075530,1,1
Uoppgitt fagfelt,Videregående grunnutdanning,769,4,9412,Kjøkkenassistenter,0.048114,0.012662,0.018680,1,1
Uoppgitt fagfelt,Videregående grunnutdanning,769,5,5223,Butikkmedarbeidere,0.035111,0.351263,0.329793,3,3
Uoppgitt fagfelt,Videregående grunnutdanning,769,6,7131,Malere og byggtapetserere,0.031209,0.043164,0.050331,1,1
Uoppgitt fagfelt,Videregående grunnutdanning,769,7,5120,Kokker,0.028609,0.198235,0.137410,2,2
Uoppgitt fagfelt,Videregående grunnutdanning,769,8,7114,Betongarbeidere,0.028609,0.014245,0.007132,1,1
Uoppgitt fagfelt,Videregående grunnutdanning,769,9,8331,Bussjåfører og trikkeførere,0.027308,0.419580,0.167920,4,2
Uoppgitt fagfelt,Videregående grunnutdanning,769,10,7112,Murere,0.026008,0.019724,0.015717,1,1
Økonomiske og administrative fag,Bachelor-nivå,142153,1,3313,Regnskapsførere,0.058500,0.822898,0.793052,5,5
Økonomiske og administrative fag,Bachelor-nivå,142153,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.058092,0.597785,0.766679,5,5
Økonomiske og administrative fag,Bachelor-nivå,142153,3,3322,Selgere (engros),0.044150,0.552398,0.587087,5,5
Økonomiske og administrative fag,Bachelor-nivå,142153,4,3312,Kundebehandlere lån og kreditt,0.042285,0.623543,0.698251,5,5
Økonomiske og administrative fag,Bachelor-nivå,142153,5,2411,"Revisorer, regnskapsrådgivere",0.040731,0.582906,0.789512,5,5
Økonomiske og administrative fag,Bachelor-nivå,142153,6,4110,Kontormedarbeidere,0.039774,0.610279,0.665079,5,5
Økonomiske og administrative fag,Bachelor-nivå,142153,7,5223,Butikkmedarbeidere,0.039556,0.351263,0.329793,3,3
Økonomiske og administrative fag,Bachelor-nivå,142153,8,1120,Administrerende direktører,0.037284,0.511564,0.585440,4,5
Økonomiske og administrative fag,Bachelor-nivå,142153,9,4311,Regnskapsmedarbeidere,0.035363,0.808274,0.772580,5,5
Økonomiske og administrative fag,Bachelor-nivå,142153,10,1211,Finans- og økonomisjefer,0.027541,0.497493,0.643716,4,5
Økonomiske og administrative fag,Master-nivå,60272,1,2411,"Revisorer, regnskapsrådgivere",0.076321,0.582906,0.789512,5,5
Økonomiske og administrative fag,Master-nivå,60272,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.075674,0.597785,0.766679,5,5
Økonomiske og administrative fag,Master-nivå,60272,3,2413,Finansanalytikere,0.045062,0.518665,0.695875,4,5
Økonomiske og administrative fag,Master-nivå,60272,4,4311,Regnskapsmedarbeidere,0.041761,0.808274,0.772580,5,5
Økonomiske og administrative fag,Master-nivå,60272,5,1120,Administrerende direktører,0.036252,0.511564,0.585440,4,5
Økonomiske og administrative fag,Master-nivå,60272,6,2421,Organisasjonsrådgivere mv.,0.036236,0.509832,0.705829,4,5
Økonomiske og administrative fag,Master-nivå,60272,7,1211,Finans- og økonomisjefer,0.035970,0.497493,0.643716,4,5
Økonomiske og administrative fag,Master-nivå,60272,8,2412,Finans- og investeringsrådgivere,0.032851,0.493097,0.746503,4,5
Økonomiske og administrative fag,Master-nivå,60272,9,3313,Regnskapsførere,0.030495,0.822898,0.793052,5,5
Økonomiske og administrative fag,Master-nivå,60272,10,1219,Andre administrative ledere,0.030478,0.520145,0.530638,4,4
Økonomiske og administrative fag,Ph.d.,1329,1,2310,Universitets- og høyskolelektorer/-lærere,0.395786,0.496858,0.510385,4,4
Økonomiske og administrative fag,Ph.d.,1329,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.078254,0.597785,0.766679,5,5
Økonomiske og administrative fag,Ph.d.,1329,3,2149,Andre sivilingeniører (unntatt elektroteknologi),0.027840,0.537847,0.570997,5,4
Økonomiske og administrative fag,Ph.d.,1329,4,9112,Renholdere i virksomheter,0.026336,0.028490,0.012042,1,1
Økonomiske og administrative fag,Ph.d.,1329,5,1120,Administrerende direktører,0.024831,0.511564,0.585440,4,5
Økonomiske og administrative fag,Ph.d.,1329,6,2413,Finansanalytikere,0.021068,0.518665,0.695875,4,5
Økonomiske og administrative fag,Ph.d.,1329,7,4110,Kontormedarbeidere,0.020316,0.610279,0.665079,5,5
Økonomiske og administrative fag,Ph.d.,1329,8,2631,"Rådgivere/forskere, samfunnsøkonomi",0.018059,0.566802,0.939274,5,5
Økonomiske og administrative fag,Ph.d.,1329,9,3313,Regnskapsførere,0.018059,0.822898,0.793052,5,5
Økonomiske og administrative fag,Ph.d.,1329,10,2511,Systemanalytikere/-arkitekter,0.017306,0.633256,0.838163,5,5
Økonomiske og administrative fag,Påbygging/fagskole,14288,1,4110,Kontormedarbeidere,0.131929,0.610279,0.665079,5,5
Økonomiske og administrative fag,Påbygging/fagskole,14288,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.070129,0.597785,0.766679,5,5
Økonomiske og administrative fag,Påbygging/fagskole,14288,3,5223,Butikkmedarbeidere,0.060540,0.351263,0.329793,3,3
Økonomiske og administrative fag,Påbygging/fagskole,14288,4,4311,Regnskapsmedarbeidere,0.054311,0.808274,0.772580,5,5
Økonomiske og administrative fag,Påbygging/fagskole,14288,5,3313,Regnskapsførere,0.042343,0.822898,0.793052,5,5
Økonomiske og administrative fag,Påbygging/fagskole,14288,6,3322,Selgere (engros),0.034994,0.552398,0.587087,5,5
Økonomiske og administrative fag,Påbygging/fagskole,14288,7,3256,Helsesekretærer,0.031985,0.352780,0.153314,3,2
Økonomiske og administrative fag,Påbygging/fagskole,14288,8,5311,Barnehage- og skolefritidsassistenter mv.,0.029885,0.145058,0.255320,2,3
Økonomiske og administrative fag,Påbygging/fagskole,14288,9,1420,Varehandelssjefer,0.027786,0.493097,0.620845,4,5
Økonomiske og administrative fag,Påbygging/fagskole,14288,10,3343,Sjefssekretærer,0.025756,0.665281,0.566488,5,4
Økonomiske og administrative fag,Ungdomsskole,3,1,9112,Renholdere i virksomheter,1.000000,0.028490,0.012042,1,1
Økonomiske og administrative fag,Videregående avsluttende,62884,1,5223,Butikkmedarbeidere,0.126391,0.351263,0.329793,3,3
Økonomiske og administrative fag,Videregående avsluttende,62884,2,4110,Kontormedarbeidere,0.088305,0.610279,0.665079,5,5
Økonomiske og administrative fag,Videregående avsluttende,62884,3,1420,Varehandelssjefer,0.056692,0.493097,0.620845,4,5
Økonomiske og administrative fag,Videregående avsluttende,62884,4,3322,Selgere (engros),0.048375,0.552398,0.587087,5,5
Økonomiske og administrative fag,Videregående avsluttende,62884,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.046737,0.597785,0.766679,5,5
Økonomiske og administrative fag,Videregående avsluttende,62884,6,4311,Regnskapsmedarbeidere,0.027638,0.808274,0.772580,5,5
