variabelnavn_ssb,beskrivelse,definisjon,kodeliste,fra_aar,til_aar,kilde_fil,varname_normalized
EDCAT7_TC1,"Highest level of formal education obtained (7 categories, ISCED 97) (derived)",,,,,SSB_variabelliste_piaac.xlsx,edcat7_tc1
EDCAT8_TC1,"Highest level of formal education obtained (8 categories, ISCED 97) (derived)",,,,,SSB_variabelliste_piaac.xlsx,edcat8_tc1
EDA_PISCED,"Educational attainment, most detailed PIAAC-A variable (derived)",,,,,SSB_variabelliste_piaac.xlsx,eda_pisced
EDA_ISCED123,"Educational attainment, coded to ISCED-A 2011 3 digits (level, orientation, access) (derived)",,,,,SSB_variabelliste_piaac.xlsx,eda_isced123
EDA_ISCED1,"Educational attainment, coded to ISCED-A 2011 digit 1 (level) (derived)",,,,,SSB_variabelliste_piaac.xlsx,eda_isced1
EDE_PISCED,"Educational enrolment, most detailed PIAAC-P variable (derived)",,,,,SSB_variabelliste_piaac.xlsx,ede_pisced
EDE_ISCED123,"Educational enrolment, coded to ISCED-P 2011 3 digits (level, orientation, access) (derived)",,,,,SSB_variabelliste_piaac.xlsx,ede_isced123
EDE_ISCED1,"Educational enrolment, coded to ISCED-P 2011 digit 1 (level) (derived)",,,,,SSB_variabelliste_piaac.xlsx,ede_isced1
EDI_PISCED,"Last incomplete educational qualification, most detailed PIAAC-A variable (derived)",,,,,SSB_variabelliste_piaac.xlsx,edi_pisced
EDI_ISCED123,"Last incomplete education, coded to ISCED-A 2011 3 digits (level, orientation, access) (derived)",,,,,SSB_variabelliste_piaac.xlsx,edi_isced123
EDI_ISCED1,"Last incomplete education, coded to ISCED-A 2011 digit 1 (level) (derived)",,,,,SSB_variabelliste_piaac.xlsx,edi_isced1
EGC_PISCED,"Qualification needed to GET respondent's CURRENT job, most detailed PIAAC-A variable (derived)",,,,,SSB_variabelliste_piaac.xlsx,egc_pisced
EGC_ISCED123,"Qualification needed to GET respondent's CURRENT job, coded to ISCED-A 2011 3 digits (level, orientation, access)",,,,,SSB_variabelliste_piaac.xlsx,egc_isced123
EGC_ISCED1,"Qualification needed to GET respondent's CURRENT job, coded to ISCED-A 2011 digit 1 (level) (derived)",,,,,SSB_variabelliste_piaac.xlsx,egc_isced1
EGL_PISCED,"Qualification needed to GET respondent's LAST job, most detailed PIAAC-A variable (derived)",,,,,SSB_variabelliste_piaac.xlsx,egl_pisced
EGL_ISCED123,"Qualification needed to GET respondent's LAST job, coded to ISCED-A 2011 3 digits (level, orientation, access) (derived)",,,,,SSB_variabelliste_piaac.xlsx,egl_isced123
EGL_ISCED1,"Qualification needed to GET respondent's LAST job, coded to ISCED-A 2011 digit 1 (level) (derived)",,,,,SSB_variabelliste_piaac.xlsx,egl_isced1
EP_PISCED_1200,Edupath: ISCED 2 comp/nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_1200
EP_PISCED_1204,Edupath: ISCED 2 pre/voc,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_1204
EP_PISCED_1245,Edupath: ISCED 2 acad,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_1245
EP_PISCED_1294,Edupath: voc ISCED 3 short,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_1294
EP_PISCED_1295,Edupath: gen ISCED 3 short,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_1295
EP_PISCED_2300,Edupath: ISCED 3 nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2300
EP_PISCED_2324,Edupath: voc ISCED 3 access 3,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2324
EP_PISCED_2325,Edupath: gen ISCED 3 access 3,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2325
EP_PISCED_2334,Edupath: voc ISCED 3 access 3/4,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2334
EP_PISCED_2335,Edupath: gen ISCED 3 access 3/4,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2335
EP_PISCED_2344,Edupath: voc ISCED 3 access 5/6/7,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2344
EP_PISCED_2345,Edupath: gen ISCED 3 access 5/6/7,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2345
EP_PISCED_2400,Edupath: ISCED 4 nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2400
EP_PISCED_2434,Edupath: voc ISCED 4 access 4,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2434
EP_PISCED_2435,Edupath: gen ISCED 4 access 4,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2435
EP_PISCED_2444,Edupath: voc ISCED 4 access 5/6/7,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2444
EP_PISCED_2445,Edupath: gen ISCED 4 access 5/6/7,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_2445
EP_PISCED_3500,Edupath: ISCED 5 nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3500
EP_PISCED_3504,Edupath: voc ISCED 5,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3504
EP_PISCED_3505,Edupath: gen ISCED 5,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3505
EP_PISCED_3600,Edupath: ISCED 6 nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3600
EP_PISCED_3603,Edupath: voc ISCED 6,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3603
EP_PISCED_3604,Edupath: appl ISCED 6,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3604
EP_PISCED_3605,Edupath: trad ISCED 6,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3605
EP_PISCED_3700,Edupath: ISCED 7 nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3700
EP_PISCED_3703,Edupath: voc ISCED 7,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3703
EP_PISCED_3704,Edupath: appl ISCED 7,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3704
EP_PISCED_3705,Edupath: trad ISCED 7,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3705
EP_PISCED_3800,Edupath: ISCED 8,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_3800
EP_PISCED_DK,EDUPATH: PISCED Don't Know,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_dk
EP_PISCED_RF,EDUPATH: PISCED Refused,,,,,SSB_variabelliste_piaac.xlsx,ep_pisced_rf
EP_ISCED123_200,Edupath: ISCED 2,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_200
EP_ISCED123_244,Edupath: gen ISCED 3 short,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_244
EP_ISCED123_254,Edupath: voc ISCED 3 short,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_254
EP_ISCED123_300,Edupath: ISCED 3 nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_300
EP_ISCED123_342,Edupath: gen ISCED 3 access 3,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_342
EP_ISCED123_343,Edupath: gen ISCED 3 access 3/4,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_343
EP_ISCED123_344,Edupath: gen ISCED 3 access 5/6/7,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_344
EP_ISCED123_352,Edupath: voc ISCED 3 access 3,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_352
EP_ISCED123_353,Edupath: voc ISCED 3 access 3/4,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_353
EP_ISCED123_354,Edupath: voc ISCED 3 access 5/6/7,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_354
EP_ISCED123_400,Edupath: ISCED 4 nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_400
EP_ISCED123_443,Edupath: gen ISCED 4 access 4,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_443
EP_ISCED123_444,Edupath: gen ISCED 4 access 5/6/7,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_444
EP_ISCED123_453,Edupath: voc ISCED 4 access 4,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_453
EP_ISCED123_454,Edupath: voc ISCED 4 access 5/6/7,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_454
EP_ISCED123_500,Edupath: ISCED 5 nfs,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_500
EP_ISCED123_540,Edupath: gen ISCED 5,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_540
EP_ISCED123_550,Edupath: voc ISCED 5,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_550
EP_ISCED123_600,Edupath: ISCED 6,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_600
EP_ISCED123_700,Edupath: ISCED 7,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_700
EP_ISCED123_800,Edupath: ISCED 8,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_800
EP_ISCED123_DK,EDUPATH: ISCED123 Don't Know,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_dk
EP_ISCED123_RF,EDUPATH: ISCED123 Refused,,,,,SSB_variabelliste_piaac.xlsx,ep_isced123_rf
B2_Q01c1_T,Age at completion of highest level of schooling (Trend-IALS/ALL),,,,,SSB_variabelliste_piaac.xlsx,b2_q01c1_t
B2_Q01_TC1,"Highest level of education (Trend PIAAC 1/2, ISCED 97)",,,,,SSB_variabelliste_piaac.xlsx,b2_q01_tc1
B2_D01d,Months elapsed since completing highest level of qualification (only for those who finished less than two years ago),,,,,SSB_variabelliste_piaac.xlsx,b2_d01d
B2_D01d_C,"Time elapsed since finished highest qualification less than two years ago (categorized, 2 categories)",,,,,SSB_variabelliste_piaac.xlsx,b2_d01d_c
B2_D03d,Uncompleted qualification - Months elapsed since dropout (only for those who left education less than two years ago),,,,,SSB_variabelliste_piaac.xlsx,b2_d03d
B2_D03d_C,"Time elapsed since leaving education without completing program less than two years ago (categorized, 2 categories)",,,,,SSB_variabelliste_piaac.xlsx,b2_d03d_c
B2_Q04b1_C,"Education - Highest qualification - Age of finish (categorized, 6 categories)",,,,,SSB_variabelliste_piaac.xlsx,b2_q04b1_c
B2_Q05b_TC1,"Level of current education (Trend PIAAC 1/2, ISCED 97)",,,,,SSB_variabelliste_piaac.xlsx,b2_q05b_tc1
B2_Q06c1_C,"Education - Uncompleted qualification - Age of dropout (categorized, 6 categories)",,,,,SSB_variabelliste_piaac.xlsx,b2_q06c1_c
B2_Q06b_TC1,"Level of incomplete education (Trend PIAAC 1/2, ISCED 97)",,,,,SSB_variabelliste_piaac.xlsx,b2_q06b_tc1
B2_Q08b_C,Training - Last year - Number of training activities (top-coded at 5),,,,,SSB_variabelliste_piaac.xlsx,b2_q08b_c
EDU_BQDI_C,Educational attainment in broad categories matching BQ and DI (4 categories),,,,,SSB_variabelliste_piaac.xlsx,edu_bqdi_c
