styrk08,rank,neighbour,similarity,n_soc,n_soc_neighbour,shared_elements
7224,1,7315,0.8338,2,3,Controlling Machines and Processes; Repairing and Maintaining Mechanical Equipment; Handling and Moving Objects
7224,2,8342,0.8302,2,5,Controlling Machines and Processes; Repairing and Maintaining Mechanical Equipment; Equipment Maintenance
7224,3,7223,0.8202,2,11,Controlling Machines and Processes; Equipment Maintenance; Repairing and Maintaining Mechanical Equipment
7224,4,7522,0.8169,2,4,Controlling Machines and Processes; Equipment Selection; Repairing and Maintaining Mechanical Equipment
7224,5,7222,0.7889,2,6,Controlling Machines and Processes; Equipment Selection; Repairing and Maintaining Mechanical Equipment
7231,1,7412,0.9244,10,13,Installation; Repairing; Equipment Maintenance
7231,2,7233,0.9082,10,9,Repairing; Installation; Equipment Maintenance
7231,3,9622,0.8905,10,3,Installation; Repairing; Troubleshooting
7231,4,7311,0.862,10,4,Repairing; Repairing and Maintaining Electronic Equipment; Troubleshooting
7231,5,7126,0.8564,10,2,Installation; Repairing; Equipment Selection
7232,1,7127,0.9265,2,2,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7232,2,7413,0.8427,2,2,Installation; Repairing; Repairing and Maintaining Electronic Equipment
7232,3,3151,0.8418,2,2,Repairing and Maintaining Mechanical Equipment; Repairing; Equipment Maintenance
7232,4,7312,0.8226,2,2,Repairing; Troubleshooting; Quality Control Analysis
7232,5,3132,0.8201,2,4,Repairing and Maintaining Electronic Equipment; Repairing; Equipment Maintenance
7233,1,7412,0.9504,9,13,Installation; Repairing; Equipment Maintenance
7233,2,9622,0.9365,9,3,Installation; Repairing; Equipment Maintenance
7233,3,7231,0.9082,9,10,Repairing; Installation; Equipment Maintenance
7233,4,7421,0.8986,9,7,Installation; Repairing; Equipment Maintenance
7233,5,7422,0.8744,9,7,Installation; Repairing; Equipment Maintenance
7234,1,7127,0.8431,2,2,Installation; Repairing; Equipment Selection
7234,2,7312,0.8381,2,2,Repairing; Equipment Selection; Troubleshooting
7234,3,7232,0.7974,2,2,Repairing; Installation; Equipment Maintenance
7234,4,7413,0.7487,2,2,Installation; Repairing; Troubleshooting
7234,5,3151,0.7226,2,2,Repairing and Maintaining Mechanical Equipment; Repairing; Equipment Maintenance
7311,1,7231,0.862,4,10,Repairing; Repairing and Maintaining Electronic Equipment; Troubleshooting
7311,2,7412,0.8421,4,13,Repairing and Maintaining Electronic Equipment; Repairing; Installation
7311,3,7421,0.8179,4,7,Repairing and Maintaining Electronic Equipment; Repairing; Installation
7311,4,7233,0.7865,4,9,Repairing; Equipment Maintenance; Troubleshooting
7311,5,7422,0.7832,4,7,Repairing and Maintaining Electronic Equipment; Installation; Repairing
7312,1,7127,0.8475,2,2,Repairing; Troubleshooting; Equipment Selection
7312,2,7234,0.8381,2,2,Repairing; Equipment Selection; Troubleshooting
7312,3,7232,0.8226,2,2,Repairing; Troubleshooting; Quality Control Analysis
7312,4,7413,0.7714,2,2,Repairing; Troubleshooting; Quality Control Analysis
7312,5,3121,0.7157,2,1,Equipment Selection; Quality Control Analysis; Management of Personnel Resources
7313,1,7314,0.8882,1,2,Thinking Creatively; Equipment Selection; Selling or Influencing Others
7313,2,2651,0.8638,1,2,Thinking Creatively; Equipment Selection; Selling or Influencing Others
7313,3,7531,0.8351,1,1,Controlling Machines and Processes; Equipment Selection; Thinking Creatively
7313,4,7319,0.835,1,1,Thinking Creatively; Selling or Influencing Others; Equipment Selection
7313,5,7317,0.835,1,1,Thinking Creatively; Selling or Influencing Others; Equipment Selection
7314,1,7317,0.9402,2,1,Thinking Creatively; Handling and Moving Objects; Selling or Influencing Others
7314,2,7319,0.9402,2,1,Thinking Creatively; Handling and Moving Objects; Selling or Influencing Others
7314,3,2651,0.9269,2,2,Thinking Creatively; Handling and Moving Objects; Equipment Selection
7314,4,7313,0.8882,2,1,Thinking Creatively; Equipment Selection; Selling or Influencing Others
7314,5,3433,0.863,2,3,Handling and Moving Objects; Thinking Creatively; Performing General Physical Activities
7315,1,8212,0.8652,3,5,Controlling Machines and Processes; Handling and Moving Objects; Repairing and Maintaining Mechanical Equipment
7315,2,8141,0.8595,3,5,Controlling Machines and Processes; Handling and Moving Objects; Performing General Physical Activities
7315,3,7511,0.8514,3,4,Controlling Machines and Processes; Handling and Moving Objects; Performing General Physical Activities
7315,4,9329,0.8479,3,4,Controlling Machines and Processes; Handling and Moving Objects; Performing General Physical Activities
7315,5,7212,0.8395,3,2,Controlling Machines and Processes; Handling and Moving Objects; Repairing and Maintaining Mechanical Equipment
7316,1,9329,0.8847,2,4,Handling and Moving Objects; Repairing and Maintaining Mechanical Equipment; Controlling Machines and Processes
7316,2,8212,0.8845,2,5,Handling and Moving Objects; Repairing and Maintaining Mechanical Equipment; Equipment Maintenance
7316,3,7212,0.8721,2,2,Handling and Moving Objects; Repairing and Maintaining Mechanical Equipment; Controlling Machines and Processes
7316,4,8172,0.8469,2,1,Handling and Moving Objects; Repairing and Maintaining Mechanical Equipment; Equipment Maintenance
7316,5,8153,0.8358,2,1,Handling and Moving Objects; Repairing and Maintaining Mechanical Equipment; Controlling Machines and Processes
7317,1,7319,1.0,1,1,Thinking Creatively; Selling or Influencing Others; Monitoring and Controlling Resources
7317,2,2651,0.9454,1,2,Thinking Creatively; Selling or Influencing Others; Operations Analysis
7317,3,7314,0.9402,1,2,Thinking Creatively; Handling and Moving Objects; Selling or Influencing Others
7317,4,3433,0.8712,1,3,Thinking Creatively; Handling and Moving Objects; Performing General Physical Activities
7317,5,7313,0.835,1,1,Thinking Creatively; Selling or Influencing Others; Equipment Selection
7318,1,7536,1.0,1,1,"Controlling Machines and Processes; Inspecting Equipment, Structures, or Materials; Judging the Qualities of Objects, Services, or People"
7318,2,7511,0.8297,1,4,"Controlling Machines and Processes; Handling and Moving Objects; Inspecting Equipment, Structures, or Materials"
7318,3,7316,0.8028,1,2,"Handling and Moving Objects; Controlling Machines and Processes; Inspecting Equipment, Structures, or Materials"
7318,4,7212,0.797,1,2,"Controlling Machines and Processes; Inspecting Equipment, Structures, or Materials; Handling and Moving Objects"
7318,5,9412,0.7951,1,3,"Handling and Moving Objects; Estimating the Quantifiable Characteristics of Products, Events, or Information; Performing General Physical Activities"
7319,1,7317,1.0,1,1,Thinking Creatively; Selling or Influencing Others; Monitoring and Controlling Resources
7319,2,2651,0.9454,1,2,Thinking Creatively; Selling or Influencing Others; Operations Analysis
7319,3,7314,0.9402,1,2,Thinking Creatively; Handling and Moving Objects; Selling or Influencing Others
7319,4,3433,0.8712,1,3,Thinking Creatively; Handling and Moving Objects; Performing General Physical Activities
7319,5,7313,0.835,1,1,Thinking Creatively; Selling or Influencing Others; Equipment Selection
7321,1,2166,0.5814,2,2,Thinking Creatively; Working with Computers; Programming
7321,2,3118,0.5754,2,4,Thinking Creatively; Programming; Working with Computers
7321,3,2513,0.5372,2,1,Programming; Thinking Creatively; Operations Analysis
7321,4,3514,0.5133,2,2,Programming; Operations Analysis; Working with Computers
7321,5,2641,0.451,2,3,Thinking Creatively; Working with Computers; Updating and Using Relevant Knowledge
7322,1,8113,0.7612,1,6,Controlling Machines and Processes; Repairing and Maintaining Mechanical Equipment; Repairing
7322,2,9311,0.7392,1,1,Repairing and Maintaining Mechanical Equipment; Repairing and Maintaining Electronic Equipment; Controlling Machines and Processes
7322,3,8182,0.7322,1,1,Repairing and Maintaining Mechanical Equipment; Repairing and Maintaining Electronic Equipment; Repairing
7322,4,9312,0.7312,1,2,"Operating Vehicles, Mechanized Devices, or Equipment; Equipment Maintenance; Repairing"
7322,5,7224,0.7192,1,2,Controlling Machines and Processes; Quality Control Analysis; Repairing and Maintaining Mechanical Equipment
7323,1,8142,0.8736,1,12,Controlling Machines and Processes; Equipment Maintenance; Operations Monitoring
7323,2,7223,0.8693,1,11,Controlling Machines and Processes; Installation; Equipment Maintenance
7323,3,8189,0.862,1,4,Controlling Machines and Processes; Equipment Maintenance; Operations Monitoring
7323,4,8121,0.8541,1,5,Controlling Machines and Processes; Equipment Maintenance; Repairing
7323,5,8181,0.8403,1,6,Controlling Machines and Processes; Operations Monitoring; Repairing
7411,1,7119,0.8736,2,5,Installation; Repairing and Maintaining Electronic Equipment; Performing General Physical Activities
7411,2,7127,0.8318,2,2,Installation; Repairing and Maintaining Electronic Equipment; Troubleshooting
7411,3,9622,0.8313,2,3,Installation; Repairing and Maintaining Electronic Equipment; Troubleshooting
7411,4,7422,0.8311,2,7,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7411,5,7412,0.8252,2,13,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7412,1,7421,0.9558,13,7,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7412,2,7233,0.9504,13,9,Installation; Repairing; Equipment Maintenance
7412,3,7422,0.9481,13,7,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7412,4,9622,0.9269,13,3,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7412,5,7231,0.9244,13,10,Installation; Repairing; Equipment Maintenance
7413,1,7127,0.9164,2,2,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7413,2,7232,0.8427,2,2,Installation; Repairing; Repairing and Maintaining Electronic Equipment
7413,3,7411,0.8188,2,2,Installation; Repairing and Maintaining Electronic Equipment; Troubleshooting
7413,4,7119,0.8112,2,5,"Installation; Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection"
7413,5,7541,0.8083,2,1,Installation; Repairing; Equipment Maintenance
7421,1,7412,0.9558,7,13,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7421,2,7422,0.9495,7,7,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7421,3,3113,0.9111,7,2,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7421,4,7233,0.8986,7,9,Installation; Repairing; Equipment Maintenance
7421,5,3115,0.8587,7,4,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7422,1,7421,0.9495,7,7,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7422,2,7412,0.9481,7,13,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7422,3,7233,0.8744,7,9,Installation; Repairing; Equipment Maintenance
7422,4,9622,0.8741,7,3,Installation; Repairing and Maintaining Electronic Equipment; Repairing
7422,5,7231,0.8485,7,10,Installation; Repairing; Repairing and Maintaining Electronic Equipment
7511,1,9112,0.8983,4,3,Performing General Physical Activities; Handling and Moving Objects; Repairing and Maintaining Electronic Equipment
7511,2,9412,0.8903,4,3,Handling and Moving Objects; Performing General Physical Activities; Repairing and Maintaining Mechanical Equipment
7511,3,9329,0.8807,4,4,Controlling Machines and Processes; Handling and Moving Objects; Performing General Physical Activities
7511,4,9122,0.8701,4,1,Performing General Physical Activities; Handling and Moving Objects; Repairing and Maintaining Electronic Equipment
7511,5,7315,0.8514,4,3,Controlling Machines and Processes; Handling and Moving Objects; Performing General Physical Activities
7512,1,7123,0.8188,1,3,"Inspecting Equipment, Structures, or Materials; Quality Control Analysis; Operation and Control"
7512,2,8153,0.8119,1,1,"Quality Control Analysis; Inspecting Equipment, Structures, or Materials; Operations Monitoring"
7512,3,7212,0.7789,1,2,"Inspecting Equipment, Structures, or Materials; Operations Monitoring; Quality Control Analysis"
7512,4,8172,0.7778,1,1,"Quality Control Analysis; Inspecting Equipment, Structures, or Materials; Operations Monitoring"
7512,5,7316,0.7691,1,2,"Inspecting Equipment, Structures, or Materials; Quality Control Analysis; Technology Design"
7513,1,8131,0.9328,2,3,Operations Monitoring; Controlling Machines and Processes; Operation and Control
7513,2,8160,0.9256,2,5,"Controlling Machines and Processes; Operations Monitoring; Monitoring Processes, Materials, or Surroundings"
7513,3,8181,0.9226,2,6,Operations Monitoring; Controlling Machines and Processes; Operation and Control
7513,4,8142,0.9049,2,12,Controlling Machines and Processes; Operations Monitoring; Operation and Control
7513,5,8141,0.9027,2,5,Controlling Machines and Processes; Operations Monitoring; Operation and Control
7514,1,8160,0.878,1,5,"Controlling Machines and Processes; Operations Monitoring; Monitoring Processes, Materials, or Surroundings"
7514,2,7513,0.8527,1,2,"Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings; Operations Monitoring"
7514,3,8141,0.8363,1,5,Controlling Machines and Processes; Operations Monitoring; Operation and Control
7514,4,8181,0.8215,1,6,Controlling Machines and Processes; Operations Monitoring; Operation and Control
7514,5,8122,0.8186,1,3,"Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings; Operations Monitoring"
7515,1,7535,0.8749,2,1,"Identifying Objects, Actions, and Events; Handling and Moving Objects; Communicating with Supervisors, Peers, or Subordinates"
7515,2,7514,0.7098,2,1,"Handling and Moving Objects; Identifying Objects, Actions, and Events; Judging the Qualities of Objects, Services, or People"
7515,3,4321,0.6938,2,3,"Handling and Moving Objects; Performing General Physical Activities; Communicating with Supervisors, Peers, or Subordinates"
7515,4,9321,0.6601,2,1,"Identifying Objects, Actions, and Events; Handling and Moving Objects; Monitoring Processes, Materials, or Surroundings"
7515,5,8122,0.6383,2,3,"Handling and Moving Objects; Judging the Qualities of Objects, Services, or People; Identifying Objects, Actions, and Events"
7522,1,8212,0.8444,4,5,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Controlling Machines and Processes; Equipment Selection"
7522,2,7315,0.831,4,3,Controlling Machines and Processes; Performing General Physical Activities; Handling and Moving Objects
7522,3,8142,0.83,4,12,Controlling Machines and Processes; Operation and Control; Operations Monitoring
7522,4,7222,0.828,4,6,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Equipment Selection; Controlling Machines and Processes"
7522,5,7224,0.8169,4,2,Controlling Machines and Processes; Equipment Selection; Repairing and Maintaining Mechanical Equipment
7531,1,7314,0.837,1,2,Controlling Machines and Processes; Thinking Creatively; Equipment Selection
7531,2,7313,0.8351,1,1,Controlling Machines and Processes; Equipment Selection; Thinking Creatively
7531,3,5241,0.8179,1,1,Thinking Creatively
7531,4,2651,0.8165,1,2,Thinking Creatively; Operations Analysis; Equipment Selection
7531,5,7123,0.8074,1,3,Equipment Selection; Controlling Machines and Processes; Repairing and Maintaining Mechanical Equipment
7532,1,9329,0.9043,3,4,Controlling Machines and Processes; Handling and Moving Objects; Operations Monitoring
7532,2,7211,0.8954,3,2,Handling and Moving Objects; Controlling Machines and Processes; Performing General Physical Activities
7532,3,7212,0.8862,3,2,"Operation and Control; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Operations Monitoring"
7532,4,8151,0.8758,3,1,"Estimating the Quantifiable Characteristics of Products, Events, or Information; Operations Monitoring; Operation and Control"
7532,5,8212,0.8736,3,5,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Operations Monitoring; Quality Control Analysis"
7534,1,7313,0.7822,1,1,"Estimating the Quantifiable Characteristics of Products, Events, or Information; Equipment Selection; Selling or Influencing Others"
7534,2,7314,0.7681,1,2,Handling and Moving Objects; Equipment Selection; Performing General Physical Activities
7534,3,7522,0.7463,1,4,"Equipment Selection; Handling and Moving Objects; Estimating the Quantifiable Characteristics of Products, Events, or Information"
7534,4,6224,0.732,1,2,Equipment Selection; Repairing; Performing General Physical Activities
7534,5,6222,0.732,1,2,Equipment Selection; Repairing; Performing General Physical Activities
7535,1,7515,0.8749,1,2,"Identifying Objects, Actions, and Events; Handling and Moving Objects; Communicating with Supervisors, Peers, or Subordinates"
7535,2,7511,0.8146,1,4,"Handling and Moving Objects; Performing General Physical Activities; Monitoring Processes, Materials, or Surroundings"
7535,3,9321,0.8121,1,1,"Handling and Moving Objects; Identifying Objects, Actions, and Events; Monitoring Processes, Materials, or Surroundings"
7535,4,9412,0.7948,1,3,Handling and Moving Objects; Performing General Physical Activities
7535,5,7316,0.7877,1,2,"Handling and Moving Objects; Identifying Objects, Actions, and Events; Performing General Physical Activities"
7536,1,7318,1.0,1,1,"Controlling Machines and Processes; Inspecting Equipment, Structures, or Materials; Judging the Qualities of Objects, Services, or People"
7536,2,7511,0.8297,1,4,"Controlling Machines and Processes; Handling and Moving Objects; Inspecting Equipment, Structures, or Materials"
7536,3,7316,0.8028,1,2,"Handling and Moving Objects; Controlling Machines and Processes; Inspecting Equipment, Structures, or Materials"
7536,4,7212,0.797,1,2,"Controlling Machines and Processes; Inspecting Equipment, Structures, or Materials; Handling and Moving Objects"
7536,5,9412,0.7951,1,3,"Handling and Moving Objects; Estimating the Quantifiable Characteristics of Products, Events, or Information; Performing General Physical Activities"
7541,1,7413,0.8083,1,2,Installation; Repairing; Equipment Maintenance
7541,2,7233,0.7924,1,9,Installation; Repairing; Equipment Maintenance
7541,3,7119,0.7834,1,5,Installation; Equipment Selection; Performing General Physical Activities
7541,4,7412,0.7539,1,13,Installation; Repairing; Equipment Maintenance
7541,5,7411,0.7538,1,2,Installation; Repairing; Equipment Selection
7542,1,3151,0.7392,1,2,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Judging the Qualities of Objects, Services, or People"
7542,2,7544,0.7225,1,3,"Operating Vehicles, Mechanized Devices, or Equipment; Performing General Physical Activities; Operation and Control"
7542,3,7232,0.7065,1,2,"Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection; Operations Monitoring"
7542,4,5411,0.6997,1,2,"Operating Vehicles, Mechanized Devices, or Equipment; Performing General Physical Activities; Estimating the Quantifiable Characteristics of Products, Events, or Information"
7542,5,3132,0.6928,1,4,"Monitoring Processes, Materials, or Surroundings; Operation and Control; Operations Monitoring"
7543,1,8160,0.7829,1,5,"Monitoring Processes, Materials, or Surroundings; Quality Control Analysis; Inspecting Equipment, Structures, or Materials"
7543,2,8122,0.7533,1,3,"Monitoring Processes, Materials, or Surroundings; Quality Control Analysis; Inspecting Equipment, Structures, or Materials"
7543,3,7513,0.7498,1,2,"Monitoring Processes, Materials, or Surroundings; Quality Control Analysis; Inspecting Equipment, Structures, or Materials"
7543,4,7514,0.7337,1,1,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Documenting/Recording Information"
7543,5,8141,0.7251,1,5,"Quality Control Analysis; Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials"
7544,1,7542,0.7225,3,1,"Operating Vehicles, Mechanized Devices, or Equipment; Performing General Physical Activities; Operation and Control"
7544,2,3123,0.7125,3,1,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Management of Personnel Resources"
7544,3,3121,0.7125,3,1,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Management of Personnel Resources"
7544,4,5411,0.7065,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Performing for or Working Directly with the Public; Performing General Physical Activities"
7544,5,3152,0.6919,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Management of Personnel Resources"
7549,1,2651,0.8438,2,2,Operations Analysis; Equipment Selection; Handling and Moving Objects
7549,2,3433,0.8396,2,3,Handling and Moving Objects; Management of Material Resources; Performing for or Working Directly with the Public
7549,3,7313,0.823,2,1,Equipment Selection; Management of Material Resources; Quality Control Analysis
7549,4,7314,0.8106,2,2,Handling and Moving Objects; Equipment Selection; Management of Material Resources
7549,5,4415,0.8069,2,2,Management of Material Resources; Equipment Selection; Performing Administrative Activities
8111,1,8342,0.9255,6,5,"Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment"
8111,2,8142,0.904,6,12,Operation and Control; Controlling Machines and Processes; Operations Monitoring
8111,3,8121,0.904,6,5,Operation and Control; Controlling Machines and Processes; Equipment Maintenance
8111,4,8181,0.8959,6,6,Operation and Control; Controlling Machines and Processes; Operations Monitoring
8111,5,7112,0.875,6,2,"Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection; Repairing"
8112,1,8181,0.9245,2,6,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8112,2,8141,0.9171,2,5,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8112,3,8122,0.9067,2,3,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8112,4,8114,0.8932,2,4,Operation and Control; Operations Monitoring; Equipment Maintenance
8112,5,8171,0.8924,2,2,"Operation and Control; Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings"
8113,1,6113,0.8676,6,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
8113,2,8342,0.8585,6,5,Operation and Control; Repairing and Maintaining Mechanical Equipment; Controlling Machines and Processes
8113,3,9311,0.8268,6,1,Repairing and Maintaining Mechanical Equipment; Controlling Machines and Processes; Equipment Maintenance
8113,4,9312,0.8051,6,2,"Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment; Operations Monitoring"
8113,5,7213,0.8003,6,3,"Repairing and Maintaining Mechanical Equipment; Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection"
8114,1,8121,0.9243,4,5,Operation and Control; Operations Monitoring; Equipment Maintenance
8114,2,8181,0.9221,4,6,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8114,3,8131,0.9217,4,3,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8114,4,8189,0.8932,4,4,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8114,5,8112,0.8932,4,2,Operation and Control; Operations Monitoring; Equipment Maintenance
8121,1,8142,0.9664,5,12,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8121,2,8181,0.9498,5,6,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8121,3,8131,0.942,5,3,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8121,4,7223,0.9371,5,11,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8121,5,8189,0.9247,5,4,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8122,1,8141,0.9374,3,5,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8122,2,8181,0.9318,3,6,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8122,3,8171,0.9259,3,2,"Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings; Handling and Moving Objects"
8122,4,8160,0.9075,3,5,"Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings; Operations Monitoring"
8122,5,8112,0.9067,3,2,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8131,1,8181,0.9484,3,6,Operations Monitoring; Operation and Control; Controlling Machines and Processes
8131,2,8121,0.942,3,5,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8131,3,8142,0.9391,3,12,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8131,4,7513,0.9328,3,2,Operations Monitoring; Controlling Machines and Processes; Operation and Control
8131,5,8114,0.9217,3,4,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8132,1,7311,0.6503,1,4,Repairing and Maintaining Electronic Equipment; Repairing and Maintaining Mechanical Equipment; Equipment Selection
8132,2,7313,0.5677,1,1,Equipment Selection; Quality Control Analysis; Repairing and Maintaining Mechanical Equipment
8132,3,7314,0.5588,1,2,Controlling Machines and Processes; Equipment Selection; Repairing and Maintaining Mechanical Equipment
8132,4,7319,0.5562,1,1,Selling or Influencing Others; Equipment Selection; Monitoring and Controlling Resources
8132,5,7317,0.5562,1,1,Selling or Influencing Others; Equipment Selection; Monitoring and Controlling Resources
8141,1,8181,0.9773,5,6,Operation and Control; Controlling Machines and Processes; Operations Monitoring
8141,2,8142,0.9476,5,12,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8141,3,8122,0.9374,5,3,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8141,4,9329,0.9317,5,4,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8141,5,7211,0.9283,5,2,Controlling Machines and Processes; Handling and Moving Objects; Operations Monitoring
8142,1,7223,0.9732,12,11,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8142,2,8121,0.9664,12,5,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8142,3,8181,0.9644,12,6,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8142,4,8141,0.9476,12,5,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8142,5,8131,0.9391,12,3,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8143,1,8189,0.9523,2,4,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8143,2,8171,0.9138,2,2,Controlling Machines and Processes; Operation and Control; Handling and Moving Objects
8143,3,8181,0.9054,2,6,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8143,4,8121,0.9002,2,5,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8143,5,8142,0.8936,2,12,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8151,1,8172,0.9292,1,1,Operation and Control; Troubleshooting; Equipment Maintenance
8151,2,9329,0.9257,1,4,Operation and Control; Operations Monitoring; Handling and Moving Objects
8151,3,7211,0.9145,1,2,Operations Monitoring; Operation and Control; Handling and Moving Objects
8151,4,7212,0.9102,1,2,Operation and Control; Operations Monitoring; Repairing and Maintaining Mechanical Equipment
8151,5,8212,0.8942,1,5,Operations Monitoring; Operation and Control; Troubleshooting
8152,1,8141,0.9193,1,5,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8152,2,8212,0.8965,1,5,Controlling Machines and Processes; Repairing and Maintaining Electronic Equipment; Operations Monitoring
8152,3,9329,0.8964,1,4,Controlling Machines and Processes; Operations Monitoring; Handling and Moving Objects
8152,4,8181,0.8825,1,6,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8152,5,8122,0.8813,1,3,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8153,1,8172,0.9282,1,1,Controlling Machines and Processes; Handling and Moving Objects; Operation and Control
8153,2,7123,0.9047,1,3,"Handling and Moving Objects; Operation and Control; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
8153,3,9329,0.9036,1,4,Controlling Machines and Processes; Handling and Moving Objects; Operation and Control
8153,4,7212,0.9021,1,2,Controlling Machines and Processes; Handling and Moving Objects; Operation and Control
8153,5,9612,0.8732,1,1,Handling and Moving Objects; Operation and Control; Equipment Maintenance
8154,1,8142,0.9034,1,12,Operations Monitoring; Operation and Control; Controlling Machines and Processes
8154,2,8141,0.9026,1,5,Operations Monitoring; Operation and Control; Controlling Machines and Processes
8154,3,8181,0.8981,1,6,Operations Monitoring; Operation and Control; Controlling Machines and Processes
8154,4,8212,0.8955,1,5,Operations Monitoring; Operation and Control; Controlling Machines and Processes
8154,5,7211,0.8925,1,2,Controlling Machines and Processes; Operations Monitoring; Handling and Moving Objects
8156,1,7315,0.7945,1,3,"Handling and Moving Objects; Controlling Machines and Processes; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
8156,2,9122,0.7862,1,1,Handling and Moving Objects; Equipment Selection; Equipment Maintenance
8156,3,9213,0.7652,1,2,Equipment Maintenance; Equipment Selection; Repairing
8156,4,9211,0.7445,1,1,Equipment Maintenance; Repairing; Equipment Selection
8156,5,8341,0.7364,1,2,Equipment Maintenance; Operation and Control; Controlling Machines and Processes
8157,1,9112,0.8728,1,3,Performing General Physical Activities; Handling and Moving Objects; Repairing and Maintaining Electronic Equipment
8157,2,8153,0.8664,1,1,Controlling Machines and Processes; Handling and Moving Objects; Operation and Control
8157,3,9412,0.8527,1,3,Handling and Moving Objects; Performing General Physical Activities; Assisting and Caring for Others
8157,4,7123,0.848,1,3,Performing General Physical Activities; Handling and Moving Objects; Operation and Control
8157,5,9111,0.8448,1,1,Performing General Physical Activities; Assisting and Caring for Others; Handling and Moving Objects
8160,1,8181,0.9408,5,6,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8160,2,7513,0.9256,5,2,"Controlling Machines and Processes; Operations Monitoring; Monitoring Processes, Materials, or Surroundings"
8160,3,8141,0.9251,5,5,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8160,4,8142,0.9236,5,12,Controlling Machines and Processes; Operations Monitoring; Operation and Control
