nus_kode,nus_kode_forelder,nus_niva,nus_aktiv,nus_navn_nb,nus_kortnavn_nb,nus_navn_en,isced2013_kode,isced2013_navn
416105,4161,5,True,"Formgivingsfag, harde/plastiske materialer, VK II",Formgivingsfag,"Arts, crafts and design studies, rigid and plastic materials, Advanced Course II",0214,Handicrafts
416106,4161,5,True,"Horn-, bein- og metallduodjifaget, Vg3 (gammel ordning)",,"Horn, bone and metal duodji, upper secondary level 3 (Vg3) (old structure)",0214,Handicrafts
416107,4161,5,True,"Skinn- og pelsduodjifaget, Vg3 (gammel ordning)",Skinn- og pelsduodjifag,"Leather and fur duodji, upper secondary level 3 (Vg3) (old structure)",0214,Handicrafts
416108,4161,5,True,"Tekstilduodjifaget, Vg3 (gammel ordning)",Tekstilduodjifag,"Textile duodji, upper secondary level 3 (Vg3) (old structure)",0214,Handicrafts
416109,4161,5,True,"Treduodjifaget, Vg3 (gammel ordning)",Treduodjifag,"Wood duodji, upper secondary level 3 (Vg3) (old structure)",0214,Handicrafts
416110,4161,5,True,"Veve- og håndstrikkeduodjifaget, Vg3 (gammel ordning)",,"Weaving and hand-knitting duodji, upper secondary level 3 (Vg3) (old structure)",0214,Handicrafts
416111,4161,5,True,"Horn-, bein- og metallduodjifaget, Vg3",,"Horn, bone and metal duodji, upper secondary level 3 (Vg3)",0214,Handicrafts
416112,4161,5,True,"Keramikerfaget, Vg2 og Vg3, særløp",,"Ceramics making, upper secondary level 2 (Vg2) and upper secondary level 3 (Vg3), special pathway",0214,Handicrafts
416113,4161,5,True,"Skinn- og pelsduodjifaget, Vg3",,"Leather and fur duodji, upper secondary level 3 (Vg3)",0214,Handicrafts
416114,4161,5,True,"Tekstilduodjifaget, Vg3",,"Textile duodji, upper secondary level 3 (Vg3)",0214,Handicrafts
416115,4161,5,True,"Treduodjifaget, Vg3",,"Wood duodji, upper secondary level 3 (Vg3)",0214,Handicrafts
416116,4161,5,True,"Veve- og håndstrikkeduodjifaget, Vg3",,"Weaving and hand-knitting duodji, upper secondary level 3 (Vg3)",0214,Handicrafts
416199,4161,5,True,"Husflid, brukskunst og industridesign, uspesifisert, videregående, avsluttende utdanning",,"Domestic crafts, applied art and industrial design, unspecified, upper secondary, final year",0214,Handicrafts
4162,416,4,True,"Tre-, metall- og glasshåndverk",,"Wood, metal and glass crafts",,
416201,4162,5,True,"Filigranssølvsmedfaget, Vg3 (gammel ordning)",Filigranssølvsmedfag,"Filigree silversmithing, upper secondary level 3 (Vg3) (old structure)",0214,Handicrafts
416202,4162,5,True,"Glasshåndverkerfaget, Vg2 og Vg3, særløp",Glasshåndverkerfag,"Glass handicrafts, upper secondary level 2 (Vg2) and upper secondary level 3 (Vg3), special pathway",0214,Handicrafts
416203,4162,5,True,"Gravørfaget, Vg2 og Vg3, særløp (gammel ordning)",Gravørfag,"Engraving, upper secondary level 2 (Vg2) and upper secondary level 3 (Vg3), special pathway (old structure)",0214,Handicrafts
416204,4162,5,True,"Gullsmedfaget, Vg3 (gammel ordning)",Gullsmedfag,"Goldsmithing, upper secondary level 3 (Vg3) (old structure)",0214,Handicrafts
416205,4162,5,True,"Sølvsmedfaget, Vg3 (gammel ordning)",Sølvsmedfag,"Silversmithing, upper secondary level 3 (Vg3) (old structure)",0214,Handicrafts
416206,4162,5,True,"Kunsthåndverk, metallarbeid, videregående, avsluttende utdanning","Kunsthåndverk, metallarbeid","Applied art, metal work, upper secondary, final year",0214,Handicrafts
416207,4162,5,True,"Forgyllerfaget, Vg2 og Vg3, særløp (gammel ordning)",,"Gilding, upper secondary level 2 (Vg2) and upper secondary level 3 (Vg3), special pathway (old structure)",0214,Handicrafts
416208,4162,5,True,"Forgyllerfaget, Vg2 og Vg3, særløp",,"Gilding, upper secondary level 2 (Vg2) and upper secondary level 3 (Vg3), special pathway",0214,Handicrafts
416209,4162,5,True,Filigranssølvsmedfaget Vg3,,Filigree silversmithing level 3 (Vg3),0214,Handicrafts
416210,4162,5,True,"Gravørfaget, Vg2 og Vg3, særløp",,"Engraving, level 2 (Vg2) and level 3 (Vg3), special pathway",0214,Handicrafts
416212,4162,5,True,"Sølvsmedfaget, Vg3",,"Silversmithing, upper secondary level 3 (Vg3)",0214,Handicrafts
416299,4162,5,True,"Tre-, metall- og glasshåndverk, uspesifisert, videregående, avsluttende utdanning","Tre-, metall- og glasshåndverk","Wood, metal and glass crafts, unspecified, upper secondary, final year",0214,Handicrafts
4163,416,4,True,Fotofag,,Photography,,
416301,4163,5,True,"Fotograffaget, Vg3 (gammel ordning)",Fotofag,"Photography, upper secondary level 3 (Vg3) (old structure)",0211,Audio-visual techniques and media production
416302,4163,5,True,"Fotograffaget, Vg3",Fotograffag,"Photography, upper secondary level 3 (Vg3)",0211,Audio-visual techniques and media production
416399,4163,5,True,"Fotofag, uspesifiserte, videregående, avsluttende utdanning",Fotofag,"Photography, unspecified, upper secondary, final year",0211,Audio-visual techniques and media production
4164,416,4,True,"Tegne-, grafikk-, maler- og skulptørutdanninger",,"Drawing, graphic arts, painting and sculpture",,
416401,4164,5,True,"Førtrykk, VK II",Trykkerifag,"Pre-press work, Advanced Course II",0211,Audio-visual techniques and media production
416402,4164,5,True,"Mediedesign, Vg3 (gammel ordning)",Mediedesign,"Media design, upper secondary level 3 (Vg3) (old structure)",0211,Audio-visual techniques and media production
416403,4164,5,True,"Billedspråklig utdanning, toårig",Billedspråkutdanning,"Imagery, two-year",0213,Fine arts
416404,4164,5,True,"Grafikkutdanning, videregående, avsluttende utdanning",Grafikkutdanning,"Graphic arts, upper secondary, final year",0211,Audio-visual techniques and media production
416405,4164,5,True,"Malerutdanning, videregående, avsluttende utdanning",Malerfag,"Training for painters, upper secondary, final year",0213,Fine arts
416406,4164,5,True,"Reklameutdanning, treårig","Reklameutdanning, treårig","Advertising, three-year",0414,Marketing and advertising
416407,4164,5,True,"Tegne- og malerutdanning, videregående, avsluttende utdanning",Tegne- og malerutdanning,"Drawing and painting, upper secondary, final year",0213,Fine arts
416408,4164,5,True,"Mediegrafikerfaget, Vg3 (gammel ordning)",Mediegrafikerfag,"Media graphics, upper secondary level 3 (Vg3)  (old structure)",0211,Audio-visual techniques and media production
416409,4164,5,True,"Profileringsdesignfaget, Vg3 (gammel ordning)",Profileringsdesignfag,"Profile design, upper secondary level 3 (Vg3) (old structure)",0211,Audio-visual techniques and media production
416411,4164,5,True,"Mediegrafikerfaget, Vg3",Mediegrafikerfag,"Media graphics, upper secondary level 3 (Vg3)",0211,Audio-visual techniques and media production
416412,4164,5,True,"Gipsmakerfaget, Vg2 og Vg3, særløp",,"Plastering level 2 (Vg2) and level 3 (Vg3), special pathway",0213,Fine arts
416499,4164,5,True,"Tegne-, grafikk-, maler- og skulptørutdanning, uspesifisert, videregående, avsluttende utdanning","Tegne-, grafikk-, maler- og skulptørutdanning","Drawing, graphic arts, painting and sculpture, unspecified, upper secondary, final year",0213,Fine arts
4165,416,4,True,Interiør- og dekoratørutdanninger,,Interior design and display,,
416501,4165,5,True,"Utstillingsdesign, Vg3",Utstillingsdesignfag,"Exhibition design, upper secondary level 3 (Vg3)",0212,"Fashion, interior and industrial design"
416502,4165,5,True,"Interiør, Vg3 (gammel ordning)",Interiør,"Interior design, upper secondary level 3 (Vg3) (old structure)",0212,"Fashion, interior and industrial design"
416503,4165,5,True,"Interiør, Vg3, grunnkompetanse (gammel ordning)",,"Interior design, upper secondary level 3 (Vg3), basic competence (old structure)",0212,"Fashion, interior and industrial design"
769905,7699,5,False,"Cand.san.-utdanning, RAB-fag (radiografi, audiografi, bioingeniør).",,"Cand.san. degree, radiography, audiology, medical laboratory technology.",0914,Medical diagnostic and treatment technology
769906,7699,5,False,"Cand.scient.-utdanning, ernæring.",Ernæring,"Cand.scient. degree, nutrition.",0915,Therapy and rehabilitation
769907,7699,5,False,"Hovedfagskandidat, ernæring, helse- og miljøfag.","Ernæring, helse og miljø","Graduate degree, nutrition, health and environmental studies.",0915,Therapy and rehabilitation
769908,7699,5,False,"Kandidatstudium, folkehelsevitenskap (Master of Public Health).",Folkehelse,"Graduate programme, public health (Master of Public Health).",0919,Health not elsewhere classified
769911,7699,5,False,"Cand.polit.-utdanning, helse- og sosialpolitikk.",Helse- og sosialpolitikk,"Cand.polit. degree, health and social policy.",0919,Health not elsewhere classified
771101,7711,5,False,"Cand.scient.-utdanning, fiskehelse.",Fiskehelse / akvamedisin,"Cand.scient. degree, fish health.",0831,Fisheries
771102,7711,5,False,"Cand.scient.-utdanning, havbruk.",Havbruk,"Cand.scient. degree, aquaculture.",0831,Fisheries
771103,7711,5,False,Fiskehelsestudiet.,,Fish health programme.,0831,Fisheries
771104,7711,5,False,Fiskerikandidatstudiet.,Fiskerikandidat,Graduate programme in fishery science.,0831,Fisheries
771105,7711,5,False,Havbruksstudiet.,,Aquaculture programme.,0831,Fisheries
772101,7721,5,False,"Cand.agric.-utdanning, uoppgitt.",Agronomi,"Cand.agric. degree, unspecified.",0811,Crop and livestock production
772102,7721,5,False,"Cand.agric.-utdanning, jord-, vann- og plantefag.","Jord-, vann- og plantefag","Cand.agric. degree, soil, water and crop sciences.",0811,Crop and livestock production
772103,7721,5,False,"Cand.agric.-utdanning, landbruksteknikk.",Landbruksteknikk,"Cand.agric. degree, agricultural engineering.",0811,Crop and livestock production
773101,7731,5,False,"Cand.agric.-utdanning, grøntmiljø og hagebruksvitenskap.",Gartneri og hagebruk,"Cand.agric. degree, environmental horticulture and horticultural science.",0812,Horticulture
774101,7741,5,False,"Cand.agric.-utdanning, skogfag.",Skogbruk,"Cand.agric. degree, forestry.",0821,Forestry
779901,7799,5,False,"Cand.agric.-utdanning, naturvitenskapelige fag.",Naturvitenskap,"Cand.agric. degree, natural sciences.",0599,"Natural sciences, mathematics and statistics not elsewhere classified"
779903,7799,5,False,"Cand.agric.-utdanning, økonomi- og ressursforvaltning.",Økonomi- og ressursforvaltning,"Cand.agric. degree, financial and resource management.",0899,"Agriculture, forestry, fisheries and veterinary not elsewhere classified"
779904,7799,5,False,"Cand.agric.-utdanning, husdyrfag med akvakultur.",Fiskeri- og akvakultur,"Cand.agric. degree, animal husbandry and aquaculture.",0811,Crop and livestock production
779906,7799,5,False,"Cand.agric.-utdanning, plantevitenskap.",,"Cand.agric. degree, crop science.",0812,Horticulture
573105,5731,5,False,"Fagskoleutdanning, park- og hagedrift, 1½-årig.",,"Post-secondary vocational education, park and garden operation, 1½-year.",0812,Horticulture
573106,5731,5,False,"Fagskoleutdanning, anleggsgartnertekniker, ettårig.",Anleggsgartnertekniker,"Post-secondary vocational education, landscape gardener technician, one-year.",0812,Horticulture
573107,5731,5,False,"Fagskoleutdanning, historiske grøntanlegg, ettårig.",Historiske grøntanlegg,"Post-secondary vocational education, historical green spaces, one-year.",0812,Horticulture
573108,5731,5,False,"Fagskoleutdanning, park- og hagedrift, ettårig.",Park- og hagedrift,"Post-secondary vocational education, park and garden operation, one-year.",0812,Horticulture
573115,5731,5,False,"Fagskoleutdanning, lokal overvannsdisponering, halvårig.",Lokal overvannsdisponering,"Post-secondary vocational education, local floodwater disposal, half-year.",0812,Horticulture
579901,5799,5,False,"Teknisk fagskole, linje for naturbruk.",Teknisk fagskole naturbruk,"Technical vocational school, agriculture, fishing and forestry programme.",0811,Crop and livestock production
579902,5799,5,False,"Teknisk fagskole, linje for naturbruk, toårig.","Teknisk fagskole, linje for naturbruk","Technical vocational school, natural resource use, two-year.",0811,Crop and livestock production
579912,5799,5,False,"Fagskoleutdanning, driftsledelse gartner og grønt, ettårig.",Driftsledelse gartner og grønt,"Post-secondary vocational education, production management gardener and greenery, one-year.",0812,Horticulture
581303,5813,5,False,"Teknisk fagskole, linje for transportteknikk.",Teknisk fagskole transportteknikk,"Technical vocational school, transport engineering programme.",1041,Transport services
581304,5813,5,False,"Teknisk fagskole, maritime fag med fordypning i nautiske fag/fiskerifag.",Teknisk fagskole nautiske fag / fiskerifag,"Technical vocational school, maritime trades with specialization in nautical/fishery subjects.",0831,Fisheries
581305,5813,5,False,"Teknisk fagskole, linje for maritime fag og fiskerifag, toårig.",Teknisk fagskole maritime fag og fiskerifag,"Technical vocational school, maritime trades with specialization in nautical/fishery subjects, two-year.",0831,Fisheries
582403,5824,5,False,Tollinspektørkurs.,Tollinspektør,Customs inspector course.,1032,Protection of persons and property
582501,5825,5,False,"Teknisk fagskole, brann og skadevern, ettårig videreutdanning.",Brann og skadevern,"Technical vocational school, fire protection, one-year of supplementary education.",1032,Protection of persons and property
611601,6116,5,False,"Høgskolekandidat, fagoversetter, engelsk, treårig.","Oversetting, engelsk","College degree, technical translator, English, three-year.",0231,Language acquisition
812101,8121,5,False,"Dr.art.-utdanning, litteraturvitenskap.",,"Dr.art. degree, literature.",0222,History and archaeology
813101,8131,5,False,"Dr.art.-utdanning, historie.",,"Dr.art. degree, history.",0222,History and archaeology
611603,6116,5,False,"Høgskolekandidat, fagoversetter, tysk, treårig.","Oversetting, tysk","College degree, technical translator, German, three-year.",0231,Language acquisition
813301,8133,5,False,"Dr.art.-utdanning, arkeologi.",,"Dr.art. degree, archaeology.",0222,History and archaeology
813401,8134,5,False,"Dr.art.-utdanning, kulturfag.",,"Dr.art. degree, cultural studies.",0314,Sociology and cultural studies
611608,6116,5,False,"Høgskolekandidat, fagoversetter, engelsk, fireårig.","Oversetting, engelsk","College degree, technical translator, English, four-year.",0231,Language acquisition
814201,8142,5,False,"Dr.art.-utdanning, religionsfag.",Forskerutdanning i religion,"Dr.art. degree, religion.",0221,Religion and theology
814203,8142,5,False,"Dr.theol.-utdanning, religionsfag.",Forskerutdanning i religion,"Dr.theol. degree, religion.",0221,Religion and theology
815202,8152,5,False,"Dr.art.-utdanning, drama/teater.",,"Dr.art. degree, drama/theatre.",0215,Music and performing arts
815203,8152,5,False,"Dr.art.-utdanning, filmvitenskap.",,"Dr.art. degree, film science.",0215,Music and performing arts
613412,6134,5,False,"Høgskolekandidat, kunst- og kulturfag, treårig.",Kunst- og kulturfag,"College degree, art and culture studies, three-year.",0314,Sociology and cultural studies
613901,6139,5,False,"Cand.mag.-utdanning, historisk-filosofiske fag.",Humaniora,"Cand.mag. degree, history and philosophy.",0229,Humanities (except languages) not elsewhere classified
613904,6139,5,False,"Cand.mag.-utdanning, IKS-graden.",,"Cand.mag. degree, international culture and social sciences (IKS) degree.",0229,Humanities (except languages) not elsewhere classified
615101,6151,5,False,"Cand.mag.-utdanning, musikk.",Musikk,"Cand.mag. degree, music.",0215,Music and performing arts
615106,6151,5,False,"Høgskolekandidat, kirkemusikk, treårig.",Kirkemusikk,"College degree, church music, three-year.",0215,Music and performing arts
615110,6151,5,False,"Operahøgskole, alle former for musikkteater, treårig.",Opera,"National College of Operatic Art, all forms of musical theatre, three-year.",0215,Music and performing arts
615201,6152,5,False,"Figurteaterutdanning, treårig.",Figurteaterutdanning,"Figurative theatre, three-year.",0215,Music and performing arts
615205,6152,5,False,"Skuespillerutdanning, treårig.",Skuespillerutdanning,"Training for actors, three-year.",0215,Music and performing arts
616104,6161,5,False,"Høgskolekandidat, keramisk kunsthåndverk, treårig.","Kunst, keramikk","College degree, ceramic crafts, three-year.",0214,Handicrafts
616105,6161,5,False,"Høgskolekandidat, industridesign, treårig.",,"College degree, industrial design, three-year.",0212,"Fashion, interior and industrial design"
616201,6162,5,False,"Høgskolekandidat, metall, treårig.","Kunst, metall","College degree, metals, three-year.",0214,Handicrafts
616303,6163,5,False,"Høgskolekandidat, fotografi, treårig.",Foto,"College degree, photography, three-year. EXPIRED CODE.",0211,Audio-visual techniques and media production
616407,6164,5,False,"Høgskolekandidat, farge, treårig.","Kunst, farge","College degree, colour, three-year.",0213,Fine arts
616408,6164,5,False,"Høgskolekandidat, grafisk design og visuell kommunikasjon, treårig.",Grafisk design og illustrasjon,"College degree, graphic design and visual communication, three-year.",0211,Audio-visual techniques and media production
616409,6164,5,False,"Høgskolekandidat, illustrasjon og grafisk design, treårig.",Grafisk design og illustrasjon,"College degree, illustration and graphic design, three-year.",0211,Audio-visual techniques and media production
616413,6164,5,False,"Høgskolekandidat, grafikk, treårig.",Grafikk,"College degree, graphic arts, three-year.",0211,Audio-visual techniques and media production
616502,6165,5,False,"Høgskolekandidat, interiørarkitektur og møbeldesign, treårig.",Interiørarkitektur og møbeldesign,"College degree, interior and furniture design, three-year.",0212,"Fashion, interior and industrial design"
616605,6166,5,False,"Høgskolekandidat, klær og kostymer, treårig.",Kles- og kostymedesign,"College degree, clothing and costumes, three-year.",0212,"Fashion, interior and industrial design"
616606,6166,5,False,"Høgskolekandidat, tekstilkunsthåndverk, treårig.",Tekstilkunsthåndverk,"College degree, textile crafts, three-year.",0212,"Fashion, interior and industrial design"
619901,6199,5,False,"Cand.mag.-utdanning, humanistiske og estetiske fag.",Humaniora,"Cand.mag. degree, humanities and arts.",0229,Humanities (except languages) not elsewhere classified
621101,6211,5,False,"Førskolelærerutdanning, toårig.",Barnehagelærer,"Pre-school teacher training, two-year.",0112,Training for pre-school teachers
621102,6211,5,False,"Førskolelærerutdanning, treårig.",Barnehagelærer,"Pre-school teacher training, three-year.",0112,Training for pre-school teachers
621103,6211,5,False,"Førskolelærerutdanning for døve, treårig.",,"Pre-school teacher training for deaf applicants, three-year.",0112,Training for pre-school teachers
621104,6211,5,False,"Rudolf Steinerhøgskolen, førskolelærerutdanning, treårig.",Barnehagelærer (Steiner),"Rudolf Steiner University College, pre-school teacher training, three-year.",0112,Training for pre-school teachers
621106,6211,5,False,"Bachelor, Rudolf Steinerhøgskolen, førskolelærerutdanning, treårig.",Barnehagelærer (Steiner),"Bachelor degree, Rudolf Steiner University College, pre-school teacher training, three-year.",0112,Training for pre-school teachers
622103,6221,5,False,"Lærerskoleutdanning, alminnelig.",Lærerskole,"Teacher training, general.",0113,Teacher training without subject specialisation
622104,6221,5,False,"Lærerhøgskole, treårig.",Lærerhøgskole,"College of education, three-year.",0113,Teacher training without subject specialisation
622105,6221,5,False,"Rudolf Steinerhøgskolen, lærerutdanning, toårig.",Lærerutdanning (Steiner),"Rudolf Steiner University College, teacher training, two-year.",0113,Teacher training without subject specialisation
622106,6221,5,False,"Rudolf Steinerhøgskolen, lærerutdanning, treårig.",Lærerutdanning (Steiner),"Rudolf Steiner University College, teacher training, three-year.",0113,Teacher training without subject specialisation
623102,6231,5,False,"Faglærerutdanning, dans, treårig.",,"Subject teacher training, dance, three-year.",0114,Teacher training with subject specialisation
623103,6231,5,False,"Faglærerutdanning, forming og formgivning, 1. avd.","Faglærerutdanning, forming og formgivning","Subject teacher training, arts, crafts and design, part 1.",0114,Teacher training with subject specialisation
623104,6231,5,False,"Faglærerutdanning, formgiving, kunst og håndverk, treårig.","Faglærerutdanning, forming","Subject teacher training, design, arts and crafts, three-year.",0114,Teacher training with subject specialisation
623105,6231,5,False,"Faglærerutdanning, idrett og kroppsøving, treårig.","Faglærerutdanning, idrett og kroppsøving","Subject teacher training, sport and physical education, three-year.",0114,Teacher training with subject specialisation
623106,6231,5,False,"Faglærerutdanning, jern- og metallarbeid, grunnleggende, toårig.","Faglærerutdanning, jern- og metallarbeid","Subject teacher training, iron and metalwork, basic, two-year.",0114,Teacher training with subject specialisation
623107,6231,5,False,"Faglærerutdanning, konfeksjons- og tekstilutdanning, grunnleggende, toårig.","Faglærerutdanning, design- og håndverksfag","Subject teacher training, ready-to-wear clothing and textiles, basic, two-year.",0114,Teacher training with subject specialisation
623108,6231,5,False,"Faglærerutdanning, musikk, treårig.","Faglærerutdanning, musikk","Subject teacher training, music, three-year.",0114,Teacher training with subject specialisation
623110,6231,5,False,"Faglærerutdanning, musikk, toårig.","Faglærerutdanning, musikk","Subject teacher training, music, two-year.",0114,Teacher training with subject specialisation
623112,6231,5,False,"Faglærerutdanning, tre, metall og keramikk, 2.avd..","Faglærerutdanning, design- og håndverksfag","Subject teacher training, wood, metals and ceramics, part 2.",0114,Teacher training with subject specialisation
623113,6231,5,False,"Faglærerutdanning, trearbeid, grunnleggende, toårig.","Faglærerutdanning, design- og håndverksfag","Subject teacher training, woodwork, basic, two-year.",0114,Teacher training with subject specialisation
623114,6231,5,False,"Faglærerutdanning, tegning, grafikk og maling, grunnleggende, toårig.","Faglærerutdanning, forming","Subject teacher training, drawing, graphic arts and painting, basic, two-year.",0114,Teacher training with subject specialisation
623121,6231,5,False,"Faglærerutdanning, forming, toårig.",,"Subject teacher training, art, two-year.",0114,Teacher training with subject specialisation
623122,6231,5,False,"Faglærerutdanning, kroppsøving, toårig.","Faglærerutdanning, idrett og kroppsøving","Subject teacher training, physical education, two-year.",0114,Teacher training with subject specialisation
623123,6231,5,False,"Yrkesfaglærerutdanning, formgivingsfag, treårig.",,"Subject teacher training, arts, crafts and design studies, three-year.",0114,Teacher training with subject specialisation
623127,6231,5,False,"Bachelor, faglærerutdanning, ballettpedagog, treårig.","Faglærerutdanning, ballettpedagog","Bachelor degree, subject teacher training, ballet, three-year.",0114,Teacher training with subject specialisation
623133,6231,5,False,"Bachelor, faglærerutdanning, tospråklig, treårig.","Faglærerutdanning, morsmål","Bachelor degree, subject teacher training, bilingual, three-year.",0114,Teacher training with subject specialisation
623301,6233,5,False,"Faglærerutdanning, handels- og kontorfag, toårig.","Faglærerutdanning, handels- og kontorfag","Subject teacher training, commercial subjects, two-year.",0114,Teacher training with subject specialisation
623302,6233,5,False,"Faglærerutdanning, handels- og kontorfag, treårig.","Faglærerutdanning, handels- og kontorfag","Subject teacher training, commercial subjects, three-year.",0114,Teacher training with subject specialisation
623401,6234,5,False,"Yrkesfaglærerutdanning, elektrofag, treårig.","Yrkesfaglærerutdanning, elektrofag","Subject teacher training, electrical trades, three-year.",0114,Teacher training with subject specialisation
623403,6234,5,False,"Yrkesfaglærerutdanning, mekaniske fag, treårig.","Faglærerutdanning, mekaniske fag","Subject teacher training, engineering and mechanical trades, three-year.",0114,Teacher training with subject specialisation
623404,6234,5,False,"Yrkesfaglærerutdanning, hotell- og næringsmiddelfag, treårig.",Faglærerutdanning i hotell- og næringsmiddelfag,"Subject teacher training, hotel and food-processing trades, three-year.",0114,Teacher training with subject specialisation
623501,6235,5,False,"Faglærerutdanning, ernærings-, helse- og miljøfag, treårig.","Faglærerutdanning, ernærings-, helse- og miljøfag","Subject teacher training, nutrition, health and environmental studies, three-year.",0114,Teacher training with subject specialisation
623502,6235,5,False,"Faglærerutdanning, heimkunnskap/husstell, grunnleggende, toårig.","Faglærerutdanning, kosthold","Subject teacher training, home economics, basic, two-year.",0114,Teacher training with subject specialisation
623503,6235,5,False,"Yrkesfaglærerutdanning, helse- og sosialfag, treårig.","Faglærerutdanning, helse- og omsorgsfag","Subject teacher training, health and social care studies, three-year.",0114,Teacher training with subject specialisation
624110,6241,5,False,"Bachelor, logopedi, treårig",Logopedi,"Bachelor degree, speech therapy, three-year.",0915,Therapy and rehabilitation
624201,6242,5,False,"Cand.ed.-utdanning, spesialpedagogikk, profesjonsstudiets 1. avd.",Spesialpedagogikk,"Cand.ed. degree, part 1 of professional studies.",0111,Education science
624901,6249,5,False,"Cand.mag.-utdanning, utdanningsvitenskapelige og pedagogiske fag.",Utdanningsvitenskap,"Cand.mag. degree, education science and pedagogy.",0111,Education science
631102,6311,5,False,"Høgskolekandidat, offentlig administrasjon, treårig.",Offentlig administrasjon og ledelse,"College degree, public administration, three-year.",0413,Management and administration
631907,6319,5,False,"Høgskolekandidat, samfunnsfag og personalledelse, treårig.",Samfunnsfag og personalledelse,"College degree, social sciences and personal management, three-year.",0388,"Inter-disciplinary programmes and qualifications involving social sciences, journalism and information"
635901,6359,5,False,"Høgskolekandidat, film- og fjernsynsutdanning, treårig.",Film- og TV-fag,"College degree, film and television, three-year.",0211,Audio-visual techniques and media production
635903,6359,5,False,"Høgskolekandidat, medieteknikk, treårig.",Medieteknikk,"College degree, media technology, three-year.",0211,Audio-visual techniques and media production
635906,6359,5,False,"Rekvisitøropplæring, toårig.",Rekvisitøropplæring,"Property master programme, two-yearr.",0212,"Fashion, interior and industrial design"
635912,6359,5,False,"Bachelor, Den norske filmskolen (film- og fjernsynsfag), treårig.",Film- og TV-produksjon,"Bachelor degree, The Norwegian Film School (film and television studies), three-year.",0211,Audio-visual techniques and media production
637104,6371,5,False,"Juridisk embetseksamen, 2. avd.",Juridisk embetseksamen,"Law degree, part 2.",0421,Law
644107,6441,5,False,"Diplomøkonom, reiselivsledelse.",Reiselivsledelse,"Bachelor of Business Administration, travel and tourism management.",0311,Economics
644204,6442,5,False,"Høgskolekandidat, hotelladministrasjon, treårig.",Hotell- og reiselivsadministrasjon,"College degree, hotel administration, three-year.",1013,"Hotel, restaurants and catering"
651301,6513,5,False,"Ingeniørutdanning, mikrobiologi, immunologi og patologi, toårig.","Mikrobiologi, immunologi og patologi","Engineering programme, microbiology, immunology and pathology, two-year.",0511,Biology
652204,6522,5,False,"Høgskoleingeniørutdanning, kjemi, treårig.",Kjemiingeniør,"College degree in engineering, chemistry, three-year.",0711,Chemical engineering and processes
653201,6532,5,False,"Høgskolekandidat, anvendt statistikk, treårig.",,"College degree, applied statistics, three-year.",0542,Statistics
654108,6541,5,False,"Høgskolekandidat, informasjonsteknologi, treårig.",Informasjonsteknologi,"College degree, information technology, three-year.",0613,Software and applications development and analysis
654110,6541,5,False,"Høgskolekandidat, informatikk, treårig.",Informatikk,"College degree, computer science, three-year.",0613,Software and applications development and analysis
654111,6541,5,False,"Høgskolekandidat, informatikk og matematiske metoder, treårig.",Informatikk og matematikk,"College degree, computer science and mathematical methods, three-year.",0613,Software and applications development and analysis
654114,6541,5,False,"Høgskoleingeniørutdanning, data, treårig.","Ingeniør, data","College degree in engineering, computer science, three-year.",0613,Software and applications development and analysis
654115,6541,5,False,"Ingeniørutdanning, data, toårig.","Ingeniør, data","Engineering programme, computer science, two-year.",0613,Software and applications development and analysis
654117,6541,5,False,"Diplomøkonom, informasjonsteknologi.","Økonom, informasjonsteknologi","Bachelor of Business Administration, IT management.",0613,Software and applications development and analysis
655101,6551,5,False,"Ingeniørutdanning, elektro, toårig.",Elektroingeniør,"Engineering programme, electrical engineering, two-year.",0714,Electronics and automation
655102,6551,5,False,"Høgskoleingeniørutdanning, elektro, treårig.",Elektroingeniør,"College degree in engineering, electrical engineering, three-year.",0714,Electronics and automation
655103,6551,5,False,"Ingeniørutdanning, elkraftsteknikk, toårig.","Ingeniørutdanning, elkraftsteknikk","Engineering programme, electric power engineering, two-year.",0713,Electricity and energy
655202,6552,5,False,"Høgskolekandidat, maritim utdanning, treårig.",Maritim utdanning,"College degree, maritime programme, three-year.",0716,"Motor vehicles, ships and aircraft"
655203,6552,5,False,"Høgskoleingeniørutdanning, bioproduksjon og foredling, treårig.",Bioproduksjon- og foredlingsingeniør,"College degree in engineering, bioproduction and processing, three-year.",0711,Chemical engineering and processes
655204,6552,5,False,"Høgskoleingeniørutdanning, maritim, treårig.","Ingeniør, maritim","College degree in engineering, maritime, three-year.",0716,"Motor vehicles, ships and aircraft"
655205,6552,5,False,"Høgskoleingeniørutdanning, maskin, treårig.",Maskiningeniør,"College degree in engineering, mechanical engineering, three-year.",0715,Mechanics and metal trades
655206,6552,5,False,"Høgskoleingeniørutdanning, petroleumsteknologi, treårig.","Ingeniør, petroleumsteknologi","College degree in engineering, petroleum engineering, three-year.",0711,Chemical engineering and processes
655207,6552,5,False,"Ingeniørutdanning, maskin, toårig.",Maskiningeniør,"Engineering programme, mechanical engineering, two-year.",0715,Mechanics and metal trades
655212,6552,5,False,"Høgskoleingeniørutdanning, teknisk design, treårig.",Teknisk design,"College engineering degree, technical design, three-year.",0711,Chemical engineering and processes
655301,6553,5,False,"Ingeniørutdanning, optikk, toårig.","Ingeniørutdanning, optikk","Engineering programme, optics, two-year.",0914,Medical diagnostic and treatment technology
