age_bin,ai_q,k,coef,se,n_obs,n_occ
2,4,26,0.05383083314132986,0.0395470933394421,24428,394
2,4,27,0.05310900859283746,0.03715833399624436,24428,394
2,4,28,0.046773383607791374,0.03444656218507752,24428,394
2,4,29,0.03753996795408998,0.034138653051968754,24428,394
2,4,30,0.01940246916467947,0.03600349201927378,24428,394
2,4,31,0.007723805170706477,0.03804047032207058,24428,394
2,4,32,-0.008722824718355005,0.04665937797952397,24428,394
2,4,33,0.0024952412574454907,0.046442366618541765,24428,394
2,4,34,0.023535374968910783,0.04053113407634271,24428,394
2,4,35,0.019361860175360845,0.03773856738519533,24428,394
2,4,36,0.02222699319649485,0.035859416295052446,24428,394
2,4,37,0.026220173179580808,0.03674032776717718,24428,394
2,4,38,0.02755562028925307,0.04309090861554465,24428,394
2,4,39,0.035087428379364516,0.041126429481188304,24428,394
2,5,-22,-0.055312824291658846,0.028110361752983714,24428,394
2,5,-21,-0.041845315549251944,0.02912166967807584,24428,394
2,5,-20,-0.04228799367569397,0.02863770557679012,24428,394
2,5,-19,-0.034750033607393344,0.02827969546298642,24428,394
2,5,-18,-0.041061551237767335,0.02776870824383797,24428,394
2,5,-17,-0.05606805473348584,0.026470174762245453,24428,394
2,5,-16,-0.06897842093126538,0.0256051073732429,24428,394
2,5,-15,-0.06734530143630964,0.02251172125674853,24428,394
2,5,-14,-0.056886723418336116,0.020684304355297545,24428,394
2,5,-13,-0.046180214178152476,0.02082980304100734,24428,394
2,5,-12,-0.04526170063727205,0.01884044382949876,24428,394
2,5,-11,-0.037102973950771306,0.019552928959678473,24428,394
2,5,-10,-0.016143793643336013,0.017087172790028395,24428,394
2,5,-9,-0.009439480183354287,0.016114627811674286,24428,394
2,5,-8,-0.006966619701804289,0.014480599884523278,24428,394
2,5,-7,-0.011740875756303799,0.013703274192487387,24428,394
2,5,-6,-0.02078336191159061,0.012665825409933502,24428,394
2,5,-5,-0.031779722774681565,0.014569710168543904,24428,394
2,5,-4,-0.041379544367104844,0.014188656533005365,24428,394
2,5,-3,-0.03391936000525135,0.00958866341972245,24428,394
2,5,-2,-0.011464035452020807,0.006533519441335852,24428,394
2,5,-1,0.0,0.0,24428,394
2,5,0,0.01257822338161163,0.004982302966057311,24428,394
2,5,1,0.017040892729076385,0.0074575485807935465,24428,394
2,5,2,0.04217299947020936,0.013337656054657218,24428,394
2,5,3,0.042658413442240084,0.012691236985727598,24428,394
2,5,4,0.04479600283749918,0.012547281192832046,24428,394
2,5,5,0.03645052462506476,0.012117420974017128,24428,394
2,5,6,0.032882705600477125,0.012022546147501869,24428,394
2,5,7,0.018048449312767167,0.010796077318521833,24428,394
2,5,8,0.006182262683181838,0.01298278191287481,24428,394
